guid,Word,Reading,Meaning,Level,ReadingType,Pattern,Rules,KanjiDetail
kk_お腹_おなか,お腹,おなか,腹:◆体の前側(四足・多足の動物の場合は下側)の胸の下から骨盤までの胃や腸のある部分、同「肚」 ◆ものの前面、背の反対側◆胎内、ものの内部、心の内、心の内にある考え,N5,other,unknown,IL1_okurigana(kun 96%) | IL2_single_okuri(kun 96%),腹:◆体の前側(四足・多足の動物の場合は下側)の胸の下から骨盤までの胃や腸のある部分、同「肚」 ◆ものの前面、背の反対側◆胎内、ものの内部、心の内、心の内にある考え
kk_お茶_おちゃ,お茶,おちゃ,茶:◆チャ(茶)、チャノキ(茶の木)、ツバキ科ツバキ属の木 ◆チャノキの若葉を摘(つ)み煎(せん)じて飲料用に加工したもの、遅い時期に摘み取った茶葉を使ったものは「,N5,on,on~,IL1_okurigana(kun 96%) | IL2_single_okuri(kun 96%),茶:◆チャ(茶)、チャノキ(茶の木)、ツバキ科ツバキ属の木 ◆チャノキの若葉を摘(つ)み煎(せん)じて飲料用に加工したもの、遅い時期に摘み取った茶葉を使ったものは「
kk_お菓子_おかし,お菓子,おかし,菓:◆食用となる草木の実や果実、同「果」◆[日]食事以外に食(しょく)する食べ物、「菓子(かし)」; 子:◆母親から産まれるもの、古くは男女を問わず「子」といったが、現代中国では男の子(息子)を指す◆新しく産まれる(生まれる)ものの元となるもの、植物の種や実、動物の,N5,on,on+on,IL1_okurigana(kun 96%) | A1_compound_oku(kun 90%) | A1_on_kun_mix(on+kun 65%),菓:◆食用となる草木の実や果実、同「果」◆[日]食事以外に食(しょく)する食べ物、「菓子(かし)」; 子:◆母親から産まれるもの、古くは男女を問わず「子」といったが、現代中国では男の子(息子)を指す◆新しく産まれる(生まれる)ものの元となるもの、植物の種や実、動物の
kk_この前_このまえ,この前,このまえ,前:◆(前に)進む、またその方向、同「先」、「前途(ぜんと、目的地に向かう道のり、将来)」◆位置的には先の方向、時間的には過去の方向、順序では上位の方向、同「先」、,N5,kun,kun,IL1_okurigana(kun 96%) | IL2_single_okuri(kun 96%) | B_verb_rad_刀(kun 80%),前:◆(前に)進む、またその方向、同「先」、「前途(ぜんと、目的地に向かう道のり、将来)」◆位置的には先の方向、時間的には過去の方向、順序では上位の方向、同「先」、
kk_この様_このよう,この様,このよう,様:◆物事の性格や状態、また姿や形、あり方また見掛け◆形や姿、状態やあり方、方法や方式、同「𢳌」◆形や姿・状態やあり方・方法や方式などの種類を数える語◆クヌギ(櫟、,N5,other,unknown,IL1_okurigana(kun 96%) | IL2_single_okuri(kun 96%) | B_noun_rad_木(kun 93%),様:◆物事の性格や状態、また姿や形、あり方また見掛け◆形や姿、状態やあり方、方法や方式、同「𢳌」◆形や姿・状態やあり方・方法や方式などの種類を数える語◆クヌギ(櫟、
kk_ご飯_ごはん,ご飯,ごはん,飯:◆米などの穀物を煮たり炊(た)いたりして柔らかくした(食べやすくした)もの◆(毎日定期的に摂とる)食事◆食べ物を食べる、食べ物を与える,N5,other,unknown,IL1_okurigana(kun 96%) | IL2_single_okuri(kun 96%),飯:◆米などの穀物を煮たり炊(た)いたりして柔らかくした(食べやすくした)もの◆(毎日定期的に摂とる)食事◆食べ物を食べる、食べ物を与える
kk_じゃが芋_ジャガいも,じゃが芋,ジャガいも,芋:◆澱粉などの養分を貯えて肥大した根茎、塊根(カイコン)、塊根を食用とする植物の総称 ◆サトイモ(里芋)、サトイモ科サトイモ属、サトイモ科の植物、中国では「芋(ウ,N5,kun,kun,IL1_okurigana(kun 96%) | IL2_single_okuri(kun 96%),芋:◆澱粉などの養分を貯えて肥大した根茎、塊根(カイコン)、塊根を食用とする植物の総称 ◆サトイモ(里芋)、サトイモ科サトイモ属、サトイモ科の植物、中国では「芋(ウ
kk_ただ今_ただいま,ただ今,ただいま,今:◆現在、この時(とき)、この時代、現在を挟んで前後に比較的短い時間また月日また時代◆すぐに、間もなく,N5,kun,kun,IL1_okurigana(kun 96%) | IL2_single_okuri(kun 96%),今:◆現在、この時(とき)、この時代、現在を挟んで前後に比較的短い時間また月日また時代◆すぐに、間もなく
kk_一つ_ひとつ,一つ,ひとつ,一:◆最初、最初の数、最も小さい数、同「壹」 ◆(幾つかあるものの内の、全体の中の)一つ、一つの、一つに、それだけ、ひたすら、同「壹」◆同じ、等しい、「同じ一つのも,N5,kun,kun,IL1_okurigana(kun 96%) | IL2_single_okuri(kun 96%),一:◆最初、最初の数、最も小さい数、同「壹」 ◆(幾つかあるものの内の、全体の中の)一つ、一つの、一つに、それだけ、ひたすら、同「壹」◆同じ、等しい、「同じ一つのも
kk_一人_ひとり,一人,ひとり,一:◆最初、最初の数、最も小さい数、同「壹」 ◆(幾つかあるものの内の、全体の中の)一つ、一つの、一つに、それだけ、ひたすら、同「壹」◆同じ、等しい、「同じ一つのも; 人:◆霊長目ヒト科ヒト属の生物、ホモ・サピエンスHomo sapiens(「知恵の人」の意)、同「儿」◆自分以外の者、「人我(ジンガ、他人と自分)」◆人の数(かず),N5,kun,kun+kun~,A3_short_compound(on+on 71%),一:◆最初、最初の数、最も小さい数、同「壹」 ◆(幾つかあるものの内の、全体の中の)一つ、一つの、一つに、それだけ、ひたすら、同「壹」◆同じ、等しい、「同じ一つのも; 人:◆霊長目ヒト科ヒト属の生物、ホモ・サピエンスHomo sapiens(「知恵の人」の意)、同「儿」◆自分以外の者、「人我(ジンガ、他人と自分)」◆人の数(かず)
kk_一日_いちにち,一日,いちにち,一:◆最初、最初の数、最も小さい数、同「壹」 ◆(幾つかあるものの内の、全体の中の)一つ、一つの、一つに、それだけ、ひたすら、同「壹」◆同じ、等しい、「同じ一つのも; 日:◆太陽◆太陽が出ている間、昼間、夜明けから日没まで◆一昼夜、朝から次の朝まで、またその繰り返し、またその繰り返しを数える語◆候(コウ)、時節、頃(ケイ、ころ)◆,N5,on,on+on,,一:◆最初、最初の数、最も小さい数、同「壹」 ◆(幾つかあるものの内の、全体の中の)一つ、一つの、一つに、それだけ、ひたすら、同「壹」◆同じ、等しい、「同じ一つのも; 日:◆太陽◆太陽が出ている間、昼間、夜明けから日没まで◆一昼夜、朝から次の朝まで、またその繰り返し、またその繰り返しを数える語◆候(コウ)、時節、頃(ケイ、ころ)◆
kk_一日_ついたち,一日,ついたち,一:◆最初、最初の数、最も小さい数、同「壹」 ◆(幾つかあるものの内の、全体の中の)一つ、一つの、一つに、それだけ、ひたすら、同「壹」◆同じ、等しい、「同じ一つのも; 日:◆太陽◆太陽が出ている間、昼間、夜明けから日没まで◆一昼夜、朝から次の朝まで、またその繰り返し、またその繰り返しを数える語◆候(コウ)、時節、頃(ケイ、ころ)◆,N5,other,mixed+mixed~,,一:◆最初、最初の数、最も小さい数、同「壹」 ◆(幾つかあるものの内の、全体の中の)一つ、一つの、一つに、それだけ、ひたすら、同「壹」◆同じ、等しい、「同じ一つのも; 日:◆太陽◆太陽が出ている間、昼間、夜明けから日没まで◆一昼夜、朝から次の朝まで、またその繰り返し、またその繰り返しを数える語◆候(コウ)、時節、頃(ケイ、ころ)◆
kk_一昨年_おととし,一昨年,おととし,一:◆最初、最初の数、最も小さい数、同「壹」 ◆(幾つかあるものの内の、全体の中の)一つ、一つの、一つに、それだけ、ひたすら、同「壹」◆同じ、等しい、「同じ一つのも; 昨:◆夜を挟んで一つ前の日◆一つ前の月や年◆過去、以前; 年:◆穀物が稔(みの)る、同「秊」◆農作物を収穫してから次の収穫期までの期間、四季(二十四節気)を一巡する期間、year◆誕生してから生きてその誕生日を通り過ぎた回,N5,on,mixed+on+mixed~,A4_multi_on(on+on+on 65%),一:◆最初、最初の数、最も小さい数、同「壹」 ◆(幾つかあるものの内の、全体の中の)一つ、一つの、一つに、それだけ、ひたすら、同「壹」◆同じ、等しい、「同じ一つのも; 昨:◆夜を挟んで一つ前の日◆一つ前の月や年◆過去、以前; 年:◆穀物が稔(みの)る、同「秊」◆農作物を収穫してから次の収穫期までの期間、四季(二十四節気)を一巡する期間、year◆誕生してから生きてその誕生日を通り過ぎた回
kk_一昨日_おととい,一昨日,おととい,一:◆最初、最初の数、最も小さい数、同「壹」 ◆(幾つかあるものの内の、全体の中の)一つ、一つの、一つに、それだけ、ひたすら、同「壹」◆同じ、等しい、「同じ一つのも; 昨:◆夜を挟んで一つ前の日◆一つ前の月や年◆過去、以前; 日:◆太陽◆太陽が出ている間、昼間、夜明けから日没まで◆一昼夜、朝から次の朝まで、またその繰り返し、またその繰り返しを数える語◆候(コウ)、時節、頃(ケイ、ころ)◆,N5,on,mixed+on+mixed~,A4_multi_on(on+on+on 65%),一:◆最初、最初の数、最も小さい数、同「壹」 ◆(幾つかあるものの内の、全体の中の)一つ、一つの、一つに、それだけ、ひたすら、同「壹」◆同じ、等しい、「同じ一つのも; 昨:◆夜を挟んで一つ前の日◆一つ前の月や年◆過去、以前; 日:◆太陽◆太陽が出ている間、昼間、夜明けから日没まで◆一昼夜、朝から次の朝まで、またその繰り返し、またその繰り返しを数える語◆候(コウ)、時節、頃(ケイ、ころ)◆
kk_一月_ひとつき,一月,ひとつき,一:◆最初、最初の数、最も小さい数、同「壹」 ◆(幾つかあるものの内の、全体の中の)一つ、一つの、一つに、それだけ、ひたすら、同「壹」◆同じ、等しい、「同じ一つのも; 月:◆地球の衛星の名、太陰(タイイン)、「日」を「太陽」というのに対して月を「太陰」という◆一年をほぼ十二等分した期間、新月(月が見えなくなる日)から次の新月までの,N5,kun,kun+kun~,,一:◆最初、最初の数、最も小さい数、同「壹」 ◆(幾つかあるものの内の、全体の中の)一つ、一つの、一つに、それだけ、ひたすら、同「壹」◆同じ、等しい、「同じ一つのも; 月:◆地球の衛星の名、太陰(タイイン)、「日」を「太陽」というのに対して月を「太陰」という◆一年をほぼ十二等分した期間、新月(月が見えなくなる日)から次の新月までの
kk_一杯_いっぱい,一杯,いっぱい,一:◆最初、最初の数、最も小さい数、同「壹」 ◆(幾つかあるものの内の、全体の中の)一つ、一つの、一つに、それだけ、ひたすら、同「壹」◆同じ、等しい、「同じ一つのも; 杯:◆酒・茶・スープsoupなどの液状の飲み物を飲むための器の総称、一般に手に持てる程度の大きさのものでやや浅めの器 ◆液体の入った容器の数また容器に液体を満たした,N5,other,mixed+mixed~,B_noun_rad_木(kun 93%),一:◆最初、最初の数、最も小さい数、同「壹」 ◆(幾つかあるものの内の、全体の中の)一つ、一つの、一つに、それだけ、ひたすら、同「壹」◆同じ、等しい、「同じ一つのも; 杯:◆酒・茶・スープsoupなどの液状の飲み物を飲むための器の総称、一般に手に持てる程度の大きさのものでやや浅めの器 ◆液体の入った容器の数また容器に液体を満たした
kk_一番_いちばん,一番,いちばん,一:◆最初、最初の数、最も小さい数、同「壹」 ◆(幾つかあるものの内の、全体の中の)一つ、一つの、一つに、それだけ、ひたすら、同「壹」◆同じ、等しい、「同じ一つのも; 番:◆順に並んでいるものを次々に入れ替えながら繰り返すこと、またその順位、またその順位に当たること、「輪番(リンバン、順番に交替しながら繰り返すこと)」「當番(トウ,N5,on,on+on,,一:◆最初、最初の数、最も小さい数、同「壹」 ◆(幾つかあるものの内の、全体の中の)一つ、一つの、一つに、それだけ、ひたすら、同「壹」◆同じ、等しい、「同じ一つのも; 番:◆順に並んでいるものを次々に入れ替えながら繰り返すこと、またその順位、またその順位に当たること、「輪番(リンバン、順番に交替しながら繰り返すこと)」「當番(トウ
kk_一緒_いっしょ,一緒,いっしょ,一:◆最初、最初の数、最も小さい数、同「壹」 ◆(幾つかあるものの内の、全体の中の)一つ、一つの、一つに、それだけ、ひたすら、同「壹」◆同じ、等しい、「同じ一つのも; 緒:◆長い糸の先端、糸口(いとぐち)、「端緒(タンショ、タンチョ)」◆物事などの始まり、発端(ホッタン)、「緒言(ショゲン)」◆家系などの途切れずに続く繋(つな)が,N5,on,on+on,A3_short_compound(on+on 71%),一:◆最初、最初の数、最も小さい数、同「壹」 ◆(幾つかあるものの内の、全体の中の)一つ、一つの、一つに、それだけ、ひたすら、同「壹」◆同じ、等しい、「同じ一つのも; 緒:◆長い糸の先端、糸口(いとぐち)、「端緒(タンショ、タンチョ)」◆物事などの始まり、発端(ホッタン)、「緒言(ショゲン)」◆家系などの途切れずに続く繋(つな)が
kk_一緒に_いっしょに,一緒に,いっしょに,一:◆最初、最初の数、最も小さい数、同「壹」 ◆(幾つかあるものの内の、全体の中の)一つ、一つの、一つに、それだけ、ひたすら、同「壹」◆同じ、等しい、「同じ一つのも; 緒:◆長い糸の先端、糸口(いとぐち)、「端緒(タンショ、タンチョ)」◆物事などの始まり、発端(ホッタン)、「緒言(ショゲン)」◆家系などの途切れずに続く繋(つな)が,N5,on,on+on~,IL1_okurigana(kun 96%) | A1_compound_oku(kun 90%) | A1_on_kun_mix(on+kun 65%),一:◆最初、最初の数、最も小さい数、同「壹」 ◆(幾つかあるものの内の、全体の中の)一つ、一つの、一つに、それだけ、ひたすら、同「壹」◆同じ、等しい、「同じ一つのも; 緒:◆長い糸の先端、糸口(いとぐち)、「端緒(タンショ、タンチョ)」◆物事などの始まり、発端(ホッタン)、「緒言(ショゲン)」◆家系などの途切れずに続く繋(つな)が
kk_丁寧_ていねい,丁寧,ていねい,丁:◆ひのと、十干(ジッカン、甲・乙・丙・丁・戊・己・庚・辛・壬・癸)の四番目 ◆賦役(フエキ)に徴用される年齢に達した(成年に達した)成人男性、壮年の(働き盛りの; 寧:◆穏(おだ)やかで心安(やす)らかなさま、不安も心配もなく心が安らぐさま、同「甯」◆むし・ろ、どちらかと言うならば～、「Ａ寧Ｂ」の用法で「Ａであるよりはどちらか,N5,on,on+on,B_noun_rad_宀(kun 93%),丁:◆ひのと、十干(ジッカン、甲・乙・丙・丁・戊・己・庚・辛・壬・癸)の四番目 ◆賦役(フエキ)に徴用される年齢に達した(成年に達した)成人男性、壮年の(働き盛りの; 寧:◆穏(おだ)やかで心安(やす)らかなさま、不安も心配もなく心が安らぐさま、同「甯」◆むし・ろ、どちらかと言うならば～、「Ａ寧Ｂ」の用法で「Ａであるよりはどちらか
kk_丁度_ちょうど,丁度,ちょうど,丁:◆ひのと、十干(ジッカン、甲・乙・丙・丁・戊・己・庚・辛・壬・癸)の四番目 ◆賦役(フエキ)に徴用される年齢に達した(成年に達した)成人男性、壮年の(働き盛りの; 度:◆長さを測(はか)る際に基準となる物差し(ものさし)、またその目盛(めもり)、「度量(ドリョウ、長さと容量、人の言動をどの程度容認できるかの大きさ)」「法度(ハ,N5,on,on+on,A3_short_compound(on+on 71%) | B_noun_rad_广(kun 93%),丁:◆ひのと、十干(ジッカン、甲・乙・丙・丁・戊・己・庚・辛・壬・癸)の四番目 ◆賦役(フエキ)に徴用される年齢に達した(成年に達した)成人男性、壮年の(働き盛りの; 度:◆長さを測(はか)る際に基準となる物差し(ものさし)、またその目盛(めもり)、「度量(ドリョウ、長さと容量、人の言動をどの程度容認できるかの大きさ)」「法度(ハ
kk_七つ_ななつ,七つ,ななつ,七:◆数の名、七番目,N5,kun,kun,IL1_okurigana(kun 96%) | IL2_single_okuri(kun 96%),七:◆数の名、七番目
kk_七五三_しちごさん,七五三,しちごさん,七:◆数の名、七番目; 五:◆数の名、五番目の数、真ん中の数 ◆五人を一組とした軍隊の編成単位、同「伍」◆工尺譜(コウセキフ、コウシャクフ、楽譜の表記法の一つ)で「ラ」の音を表す; 三:◆数の名、三番目,N5,on,on+on+on,A4_multi_on(on+on+on 65%),七:◆数の名、七番目; 五:◆数の名、五番目の数、真ん中の数 ◆五人を一組とした軍隊の編成単位、同「伍」◆工尺譜(コウセキフ、コウシャクフ、楽譜の表記法の一つ)で「ラ」の音を表す; 三:◆数の名、三番目
kk_七日_なのか,七日,なのか,七:◆数の名、七番目; 日:◆太陽◆太陽が出ている間、昼間、夜明けから日没まで◆一昼夜、朝から次の朝まで、またその繰り返し、またその繰り返しを数える語◆候(コウ)、時節、頃(ケイ、ころ)◆,N5,kun,kun+kun~,A3_short_compound(on+on 71%),七:◆数の名、七番目; 日:◆太陽◆太陽が出ている間、昼間、夜明けから日没まで◆一昼夜、朝から次の朝まで、またその繰り返し、またその繰り返しを数える語◆候(コウ)、時節、頃(ケイ、ころ)◆
kk_万_まん,万,まん,万:◆千の十倍 ◆数え切れないほど多いさま、極めて多いさま◆あらゆる、どんなものも、全て◆決して、絶対に、「萬萬(バンバン)」◆「万俟(ボクキ)」、姓、同「𢄏俟」、,N5,on,on,IL2_single_default(kun 84%),万:◆千の十倍 ◆数え切れないほど多いさま、極めて多いさま◆あらゆる、どんなものも、全て◆決して、絶対に、「萬萬(バンバン)」◆「万俟(ボクキ)」、姓、同「𢄏俟」、
kk_万年筆_まんねんひつ,万年筆,まんねんひつ,万:◆千の十倍 ◆数え切れないほど多いさま、極めて多いさま◆あらゆる、どんなものも、全て◆決して、絶対に、「萬萬(バンバン)」◆「万俟(ボクキ)」、姓、同「𢄏俟」、; 年:◆穀物が稔(みの)る、同「秊」◆農作物を収穫してから次の収穫期までの期間、四季(二十四節気)を一巡する期間、year◆誕生してから生きてその誕生日を通り過ぎた回; 筆:◆墨や絵の具を穂先に含ませて字を書いたり絵を描いたりする道具、またそれで字を書く、また絵を描く、またそれで書いた(描いた)字や絵,N5,on,on+on+on,A4_multi_on(on+on+on 65%) | B_noun_rad_竹(kun 93%),万:◆千の十倍 ◆数え切れないほど多いさま、極めて多いさま◆あらゆる、どんなものも、全て◆決して、絶対に、「萬萬(バンバン)」◆「万俟(ボクキ)」、姓、同「𢄏俟」、; 年:◆穀物が稔(みの)る、同「秊」◆農作物を収穫してから次の収穫期までの期間、四季(二十四節気)を一巡する期間、year◆誕生してから生きてその誕生日を通り過ぎた回; 筆:◆墨や絵の具を穂先に含ませて字を書いたり絵を描いたりする道具、またそれで字を書く、また絵を描く、またそれで書いた(描いた)字や絵
kk_丈夫_じょうぶ,丈夫,じょうぶ,丈:◆長さの単位、1丈=10尺 ◆年長者また老人に対する敬称、「老丈(ロウジョウ、ご老人)」◆「丈夫(ジョウフ)」◇夫(おっと)◇男(おとこ)、成人の男性◇堂々(ド; 夫:◆成年の男子◆おっと、妻の配偶者、妻が配偶者を呼ぶ語◆それ、言い出しの言葉,N5,other,mixed+mixed~,A3_short_compound(on+on 71%),丈:◆長さの単位、1丈=10尺 ◆年長者また老人に対する敬称、「老丈(ロウジョウ、ご老人)」◆「丈夫(ジョウフ)」◇夫(おっと)◇男(おとこ)、成人の男性◇堂々(ド; 夫:◆成年の男子◆おっと、妻の配偶者、妻が配偶者を呼ぶ語◆それ、言い出しの言葉
kk_三つ_みっつ,三つ,みっつ,三:◆数の名、三番目,N5,kun,kun,IL1_okurigana(kun 96%) | IL2_single_okuri(kun 96%),三:◆数の名、三番目
kk_三日_みっか,三日,みっか,三:◆数の名、三番目; 日:◆太陽◆太陽が出ている間、昼間、夜明けから日没まで◆一昼夜、朝から次の朝まで、またその繰り返し、またその繰り返しを数える語◆候(コウ)、時節、頃(ケイ、ころ)◆,N5,kun,kun+kun~,A3_short_compound(on+on 71%),三:◆数の名、三番目; 日:◆太陽◆太陽が出ている間、昼間、夜明けから日没まで◆一昼夜、朝から次の朝まで、またその繰り返し、またその繰り返しを数える語◆候(コウ)、時節、頃(ケイ、ころ)◆
kk_上_うえ,上,うえ,上:◆位置・場所・地位などが高い、高い方にある◆高い方に移る、昇る、登る◆順序・時間などが前、前の方にある◆前の方に移る◆等級・品質などが高い、優れている◆殿様、皇,N5,kun,kun,IL2_single_default(kun 84%),上:◆位置・場所・地位などが高い、高い方にある◆高い方に移る、昇る、登る◆順序・時間などが前、前の方にある◆前の方に移る◆等級・品質などが高い、優れている◆殿様、皇
kk_上げる_あげる,上げる,あげる,上:◆位置・場所・地位などが高い、高い方にある◆高い方に移る、昇る、登る◆順序・時間などが前、前の方にある◆前の方に移る◆等級・品質などが高い、優れている◆殿様、皇,N5,kun,kun,IL1_okurigana(kun 96%) | IL2_single_okuri(kun 96%),上:◆位置・場所・地位などが高い、高い方にある◆高い方に移る、昇る、登る◆順序・時間などが前、前の方にある◆前の方に移る◆等級・品質などが高い、優れている◆殿様、皇
kk_上手_じょうず,上手,じょうず,上:◆位置・場所・地位などが高い、高い方にある◆高い方に移る、昇る、登る◆順序・時間などが前、前の方にある◆前の方に移る◆等級・品質などが高い、優れている◆殿様、皇; 手:◆体や物体の一部で、胴から分かれ出て伸び、持つ・握る・叩く・ものを作る・操作するなどの機能を持つ部分、掌(たなごころ)と指を合わせた全体、腕の先の部分 ◆自(み,N5,other,mixed+mixed~,A3_short_compound(on+on 71%) | B_verb_rad_手(kun 80%),上:◆位置・場所・地位などが高い、高い方にある◆高い方に移る、昇る、登る◆順序・時間などが前、前の方にある◆前の方に移る◆等級・品質などが高い、優れている◆殿様、皇; 手:◆体や物体の一部で、胴から分かれ出て伸び、持つ・握る・叩く・ものを作る・操作するなどの機能を持つ部分、掌(たなごころ)と指を合わせた全体、腕の先の部分 ◆自(み
kk_上着_うわぎ,上着,うわぎ,上:◆位置・場所・地位などが高い、高い方にある◆高い方に移る、昇る、登る◆順序・時間などが前、前の方にある◆前の方に移る◆等級・品質などが高い、優れている◆殿様、皇; 着:◆目的や目標としている物事・場所などに届く、また達する、また到る、同「著」◆他のものに付く、同「著」◆き・る、衣服を身に付ける、同「著」◆火や明かりを点(つ)け,N5,other,mixed+mixed~,A3_short_compound(on+on 71%),上:◆位置・場所・地位などが高い、高い方にある◆高い方に移る、昇る、登る◆順序・時間などが前、前の方にある◆前の方に移る◆等級・品質などが高い、優れている◆殿様、皇; 着:◆目的や目標としている物事・場所などに届く、また達する、また到る、同「著」◆他のものに付く、同「著」◆き・る、衣服を身に付ける、同「著」◆火や明かりを点(つ)け
kk_下_した,下,した,下:◆位置・場所・地位などが低い、低い方にある◆低い方に移る、降りる、落ちる◆順序・時間などが後(あと)、後の方にある◆後の方に移る、後(うし)ろの方へ退く◆等級・,N5,kun,kun,IL2_single_default(kun 84%),下:◆位置・場所・地位などが低い、低い方にある◆低い方に移る、降りる、落ちる◆順序・時間などが後(あと)、後の方にある◆後の方に移る、後(うし)ろの方へ退く◆等級・
kk_下さる_くださる,下さる,くださる,下:◆位置・場所・地位などが低い、低い方にある◆低い方に移る、降りる、落ちる◆順序・時間などが後(あと)、後の方にある◆後の方に移る、後(うし)ろの方へ退く◆等級・,N5,kun,kun,IL1_okurigana(kun 96%) | IL2_single_okuri(kun 96%),下:◆位置・場所・地位などが低い、低い方にある◆低い方に移る、降りる、落ちる◆順序・時間などが後(あと)、後の方にある◆後の方に移る、後(うし)ろの方へ退く◆等級・
