guid,Word,Reading,Meaning,Level,ReadingType,Pattern,Rules,KanjiDetail
kk_お返し_おかえし,お返し,おかえし,返:◆帰る、行った先から出発したところに戻る、同「𢓉」◆元に戻る、元に戻す◆[日]反対向きにする、反対向きになる,N1,kun,kun,IL1_okurigana(kun 96%) | IL2_single_okuri(kun 96%),返:◆帰る、行った先から出発したところに戻る、同「𢓉」◆元に戻る、元に戻す◆[日]反対向きにする、反対向きになる
kk_この方_このかた,この方,このかた,方:◆四角、四角いさま、角(かど)が直角になっているさま、「方形(ホウケイ)」◆数学で二つの数を掛け合わせた数(正方形・長方形の一つの角を成す二辺を掛け合わせた数),N1,kun,kun,IL1_okurigana(kun 96%) | IL2_single_okuri(kun 96%),方:◆四角、四角いさま、角(かど)が直角になっているさま、「方形(ホウケイ)」◆数学で二つの数を掛け合わせた数(正方形・長方形の一つの角を成す二辺を掛け合わせた数)
kk_しがみ付く_しがみつく,しがみ付く,しがみつく,付:◆手ずから授(さず)ける、直接手を取って与える、同「仅」◆渡し与える、渡して任せる、委(ゆだ)ねる◆[日]他のものに加える、また添える、また足す、同「附」,N1,kun,kun,IL1_okurigana(kun 96%) | IL2_single_okuri(kun 96%),付:◆手ずから授(さず)ける、直接手を取って与える、同「仅」◆渡し与える、渡して任せる、委(ゆだ)ねる◆[日]他のものに加える、また添える、また足す、同「附」
kk_ずぶ濡れ_ずぶぬれ,ずぶ濡れ,ずぶぬれ,濡:◆ものの表面に水や水滴が付く◆水が染(し)み込む、水分を含んで柔らかい、しっとりする◆滞(とどこお)る,N1,kun,kun,IL1_okurigana(kun 96%) | IL2_single_okuri(kun 96%),濡:◆ものの表面に水や水滴が付く◆水が染(し)み込む、水分を含んで柔らかい、しっとりする◆滞(とどこお)る
kk_それ故_それゆえ,それ故,それゆえ,故:◆古い、以前の、同「古」◆古くから、以前から◆古くからの～、以前からの～◆死ぬ、亡(な)くなる◆～の為に～、～という理由で～、～が原因で～◆理由、原因◆(思い掛,N1,kun,kun,IL1_okurigana(kun 96%) | IL2_single_okuri(kun 96%),故:◆古い、以前の、同「古」◆古くから、以前から◆古くからの～、以前からの～◆死ぬ、亡(な)くなる◆～の為に～、～という理由で～、～が原因で～◆理由、原因◆(思い掛
kk_とは言え_とはいえ,とは言え,とはいえ,言:◆相手に伝えたいことを声に出してはっきりと述べる、またその内容、またそのための語(ゴ、互いに意思の疎通を図るための言葉)◆字(ジ)、文字◆我(われ)、自分を指す,N1,kun,kun,IL1_okurigana(kun 96%) | IL2_single_okuri(kun 96%) | B_verb_rad_言(kun 80%),言:◆相手に伝えたいことを声に出してはっきりと述べる、またその内容、またそのための語(ゴ、互いに意思の疎通を図るための言葉)◆字(ジ)、文字◆我(われ)、自分を指す
kk_とんとん拍子_とんとんびょうし,とんとん拍子,とんとんびょうし,拍:◆両手を(軽く、ぱんぱんと)打ち合せる◆リズムrhythmや脈(みゃく)などの波状に繰り返される高低や強弱の一周期; 子:◆母親から産まれるもの、古くは男女を問わず「子」といったが、現代中国では男の子(息子)を指す◆新しく産まれる(生まれる)ものの元となるもの、植物の種や実、動物の,N1,on,on+mixed~,IL1_okurigana(kun 96%) | A1_compound_oku(kun 90%) | A1_on_kun_mix(on+kun 65%),拍:◆両手を(軽く、ぱんぱんと)打ち合せる◆リズムrhythmや脈(みゃく)などの波状に繰り返される高低や強弱の一周期; 子:◆母親から産まれるもの、古くは男女を問わず「子」といったが、現代中国では男の子(息子)を指す◆新しく産まれる(生まれる)ものの元となるもの、植物の種や実、動物の
kk_どん底_どんぞこ,どん底,どんぞこ,底:◆ものの一番下の突き当たりの部分、「井底(セイテイ、井戸の底)」◆突き当たる、行き止まる、行き着く、「月底(ゲツテイ、月末)」◆ものの下にあって上のものを支えて,N1,other,unknown,IL1_okurigana(kun 96%) | IL2_single_okuri(kun 96%) | B_noun_rad_广(kun 93%),底:◆ものの一番下の突き当たりの部分、「井底(セイテイ、井戸の底)」◆突き当たる、行き止まる、行き着く、「月底(ゲツテイ、月末)」◆ものの下にあって上のものを支えて
kk_ばら撒く/ばら蒔く_ばらまく,ばら撒く/ばら蒔く,ばらまく,撒:◆ばらばらと放り散らす、散らすように投げる、播(ま)くように散らす、同「散」; 蒔:◆苗を植える、苗代で育った苗を植え替える、同「𦸎」「𦱎」◆「蒔蘿(ジラ)」、イノンドeneldo、セリ科イノンド属の草、別名ディルdill、薬草や香草として利用,N1,kun,kun+kun~,IL1_okurigana(kun 96%) | A1_compound_oku(kun 90%) | A1_on_kun_mix(on+kun 65%),撒:◆ばらばらと放り散らす、散らすように投げる、播(ま)くように散らす、同「散」; 蒔:◆苗を植える、苗代で育った苗を植え替える、同「𦸎」「𦱎」◆「蒔蘿(ジラ)」、イノンドeneldo、セリ科イノンド属の草、別名ディルdill、薬草や香草として利用
kk_むさ苦しい_むさくるしい,むさ苦しい,むさくるしい,苦:◆渋味やえぐ味などの不快に感じる味、五味(甘・酸・鹹・苦・辛)の一つ◆不快なことや思うようにならないことなどに困り果てる、押さえ付けられているような(重苦しい),N1,kun,kun,IL1_okurigana(kun 96%) | IL2_single_okuri(kun 96%),苦:◆渋味やえぐ味などの不快に感じる味、五味(甘・酸・鹹・苦・辛)の一つ◆不快なことや思うようにならないことなどに困り果てる、押さえ付けられているような(重苦しい)
kk_もぎ取る_もぎとる,もぎ取る,もぎとる,取:◆捕(つか)まえる、捕(と)らえる、縄(なわ)を掛ける◆手に入れる、手の中に収(おさ)める、手で受ける◆(多くの中から一部を、或いは一つを)選ぶ、選択する◆娶(,N1,kun,kun,IL1_okurigana(kun 96%) | IL2_single_okuri(kun 96%),取:◆捕(つか)まえる、捕(と)らえる、縄(なわ)を掛ける◆手に入れる、手の中に収(おさ)める、手で受ける◆(多くの中から一部を、或いは一つを)選ぶ、選択する◆娶(
kk_サラ金_サラきん,サラ金,サラきん,金:◆黄金・白銀・赤銅・青銅・青鉛・黒鉄などの総称、金属の総称◆(黄金のように)黄色い、輝く、美しい、貴重な、(金属のように)堅い◆金属製のもの◆銭(ぜに)、またそ,N1,other,unknown,IL2_single_default(kun 84%) | B_noun_rad_金(kun 93%),金:◆黄金・白銀・赤銅・青銅・青鉛・黒鉄などの総称、金属の総称◆(黄金のように)黄色い、輝く、美しい、貴重な、(金属のように)堅い◆金属製のもの◆銭(ぜに)、またそ
kk_一か八か_いちかばちか,一か八か,いちかばちか,一:◆最初、最初の数、最も小さい数、同「壹」 ◆(幾つかあるものの内の、全体の中の)一つ、一つの、一つに、それだけ、ひたすら、同「壹」◆同じ、等しい、「同じ一つのも; 八:◆数の名、八番目の数 ◆左右に分ける、別れる、反対方向に進んで次第に遠ざかる、同「別」◆はち、部首名,N1,other,mixed+mixed~,IL1_okurigana(kun 96%) | A1_compound_oku(kun 90%) | A1_on_kun_mix(on+kun 65%),一:◆最初、最初の数、最も小さい数、同「壹」 ◆(幾つかあるものの内の、全体の中の)一つ、一つの、一つに、それだけ、ひたすら、同「壹」◆同じ、等しい、「同じ一つのも; 八:◆数の名、八番目の数 ◆左右に分ける、別れる、反対方向に進んで次第に遠ざかる、同「別」◆はち、部首名
kk_一人ぼっち_ひとりぼっち,一人ぼっち,ひとりぼっち,一:◆最初、最初の数、最も小さい数、同「壹」 ◆(幾つかあるものの内の、全体の中の)一つ、一つの、一つに、それだけ、ひたすら、同「壹」◆同じ、等しい、「同じ一つのも; 人:◆霊長目ヒト科ヒト属の生物、ホモ・サピエンスHomo sapiens(「知恵の人」の意)、同「儿」◆自分以外の者、「人我(ジンガ、他人と自分)」◆人の数(かず),N1,kun,kun+kun~,IL1_okurigana(kun 96%) | A1_compound_oku(kun 90%) | A1_on_kun_mix(on+kun 65%),一:◆最初、最初の数、最も小さい数、同「壹」 ◆(幾つかあるものの内の、全体の中の)一つ、一つの、一つに、それだけ、ひたすら、同「壹」◆同じ、等しい、「同じ一つのも; 人:◆霊長目ヒト科ヒト属の生物、ホモ・サピエンスHomo sapiens(「知恵の人」の意)、同「儿」◆自分以外の者、「人我(ジンガ、他人と自分)」◆人の数(かず)
kk_一切_いっさい,一切,いっさい,一:◆最初、最初の数、最も小さい数、同「壹」 ◆(幾つかあるものの内の、全体の中の)一つ、一つの、一つに、それだけ、ひたすら、同「壹」◆同じ、等しい、「同じ一つのも; 切:◆刃物などですっと断(た)つ、裁(た)つ、割(さ)く◆ぴったりとしたさま、隙(すき)がないさま、「親切(シンセツ)」◆近くまで迫(せま)る、差し迫る、「切近(セ,N1,on,on+on,B_verb_rad_刀(kun 80%),一:◆最初、最初の数、最も小さい数、同「壹」 ◆(幾つかあるものの内の、全体の中の)一つ、一つの、一つに、それだけ、ひたすら、同「壹」◆同じ、等しい、「同じ一つのも; 切:◆刃物などですっと断(た)つ、裁(た)つ、割(さ)く◆ぴったりとしたさま、隙(すき)がないさま、「親切(シンセツ)」◆近くまで迫(せま)る、差し迫る、「切近(セ
kk_一刻も早く_いっこくもはやく,一刻も早く,いっこくもはやく,一:◆最初、最初の数、最も小さい数、同「壹」 ◆(幾つかあるものの内の、全体の中の)一つ、一つの、一つに、それだけ、ひたすら、同「壹」◆同じ、等しい、「同じ一つのも; 刻:◆(刀で)切り込みを入れる、彫(ほ)り込む◆印(しるし)をつける、目印を彫る◆(水時計や日時計の)目盛り、時間の区切り目[†古く一刻は一日の百分の一、後に一時間; 早:◆いよいよ陽が昇り始めようとしていてまだ薄暗い頃、朝が明(あ)けようとする頃◆その時(時間、時期、頃合い)に至っていない◆本来の時よりも前に(先に)、前以って、,N1,mixed,on+on+kun~,IL1_okurigana(kun 96%) | A1_compound_oku(kun 90%) | A1_on_kun_mix(on+kun 65%),一:◆最初、最初の数、最も小さい数、同「壹」 ◆(幾つかあるものの内の、全体の中の)一つ、一つの、一つに、それだけ、ひたすら、同「壹」◆同じ、等しい、「同じ一つのも; 刻:◆(刀で)切り込みを入れる、彫(ほ)り込む◆印(しるし)をつける、目印を彫る◆(水時計や日時計の)目盛り、時間の区切り目[†古く一刻は一日の百分の一、後に一時間; 早:◆いよいよ陽が昇り始めようとしていてまだ薄暗い頃、朝が明(あ)けようとする頃◆その時(時間、時期、頃合い)に至っていない◆本来の時よりも前に(先に)、前以って、
kk_一同_いちどう,一同,いちどう,一:◆最初、最初の数、最も小さい数、同「壹」 ◆(幾つかあるものの内の、全体の中の)一つ、一つの、一つに、それだけ、ひたすら、同「壹」◆同じ、等しい、「同じ一つのも; 同:◆一所(ひとところ)に人が集まる、一緒になる◆意見や行動などを共にする◆一様なさま、揃っているさま◆～と等しい、～と共に◆「胡同(コドウ)」、町中を縦横に走る道,N1,on,on+on,,一:◆最初、最初の数、最も小さい数、同「壹」 ◆(幾つかあるものの内の、全体の中の)一つ、一つの、一つに、それだけ、ひたすら、同「壹」◆同じ、等しい、「同じ一つのも; 同:◆一所(ひとところ)に人が集まる、一緒になる◆意見や行動などを共にする◆一様なさま、揃っているさま◆～と等しい、～と共に◆「胡同(コドウ)」、町中を縦横に走る道
kk_一変_いっぺん,一変,いっぺん,一:◆最初、最初の数、最も小さい数、同「壹」 ◆(幾つかあるものの内の、全体の中の)一つ、一つの、一つに、それだけ、ひたすら、同「壹」◆同じ、等しい、「同じ一つのも; 変:◆これまでとは違ったものになる、また改まる、これまでとは違ったものにする、また改める、まだ元の様子が分かる程度の変化・全体の中の一部だけの変化を指し、全く別のも,N1,other,mixed+mixed~,,一:◆最初、最初の数、最も小さい数、同「壹」 ◆(幾つかあるものの内の、全体の中の)一つ、一つの、一つに、それだけ、ひたすら、同「壹」◆同じ、等しい、「同じ一つのも; 変:◆これまでとは違ったものになる、また改まる、これまでとは違ったものにする、また改める、まだ元の様子が分かる程度の変化・全体の中の一部だけの変化を指し、全く別のも
kk_一大事_いちだいじ,一大事,いちだいじ,一:◆最初、最初の数、最も小さい数、同「壹」 ◆(幾つかあるものの内の、全体の中の)一つ、一つの、一つに、それだけ、ひたすら、同「壹」◆同じ、等しい、「同じ一つのも; 大:◆形・数・量・力・程度などが比較しようとしているもの以上である、求められる(必要とされる、必要な)形・数・量・力・程度などを超(こ)えている、優(すぐ)れる、長; 事:◆こと、動作・現象・状態など形のないものを指す語、形のあるものは「物」、「事情(ジジョウ、ことの様子)」「無事(ブジ、何事もないさま)」◆職(ショク)、仕事や役,N1,on,on+on+on,A4_multi_on(on+on+on 65%),一:◆最初、最初の数、最も小さい数、同「壹」 ◆(幾つかあるものの内の、全体の中の)一つ、一つの、一つに、それだけ、ひたすら、同「壹」◆同じ、等しい、「同じ一つのも; 大:◆形・数・量・力・程度などが比較しようとしているもの以上である、求められる(必要とされる、必要な)形・数・量・力・程度などを超(こ)えている、優(すぐ)れる、長; 事:◆こと、動作・現象・状態など形のないものを指す語、形のあるものは「物」、「事情(ジジョウ、ことの様子)」「無事(ブジ、何事もないさま)」◆職(ショク)、仕事や役
kk_一帯_いったい,一帯,いったい,一:◆最初、最初の数、最も小さい数、同「壹」 ◆(幾つかあるものの内の、全体の中の)一つ、一つの、一つに、それだけ、ひたすら、同「壹」◆同じ、等しい、「同じ一つのも; 帯:◆衣服が開(はだ)けないように胸の下に辺りに巻いて結ぶ長く幅広の布、またそれを巻く ◆(帯に挟んだり、帯のように巻いたり結わえたりして)身に着ける、着用する◆(,N1,on,on+on,B_noun_rad_巾(kun 93%),一:◆最初、最初の数、最も小さい数、同「壹」 ◆(幾つかあるものの内の、全体の中の)一つ、一つの、一つに、それだけ、ひたすら、同「壹」◆同じ、等しい、「同じ一つのも; 帯:◆衣服が開(はだ)けないように胸の下に辺りに巻いて結ぶ長く幅広の布、またそれを巻く ◆(帯に挟んだり、帯のように巻いたり結わえたりして)身に着ける、着用する◆(
kk_一律_いちりつ,一律,いちりつ,一:◆最初、最初の数、最も小さい数、同「壹」 ◆(幾つかあるものの内の、全体の中の)一つ、一つの、一つに、それだけ、ひたすら、同「壹」◆同じ、等しい、「同じ一つのも; 律:◆音楽の十二の階調のうち陽の音、六音があり「六律(ロクリツ)」という、また陰の「六呂(ロクリョ)」と合わせて「十二律呂(ジュウニリツリョ)」「律呂(リツリョ)」,N1,on,on+on,,一:◆最初、最初の数、最も小さい数、同「壹」 ◆(幾つかあるものの内の、全体の中の)一つ、一つの、一つに、それだけ、ひたすら、同「壹」◆同じ、等しい、「同じ一つのも; 律:◆音楽の十二の階調のうち陽の音、六音があり「六律(ロクリツ)」という、また陰の「六呂(ロクリョ)」と合わせて「十二律呂(ジュウニリツリョ)」「律呂(リツリョ)」
kk_一心_いっしん,一心,いっしん,一:◆最初、最初の数、最も小さい数、同「壹」 ◆(幾つかあるものの内の、全体の中の)一つ、一つの、一つに、それだけ、ひたすら、同「壹」◆同じ、等しい、「同じ一つのも; 心:◆血液を循環させる働きをする臓器で五臓(心シン・肝カン・脾ヒ・肺ハイ・腎ジン)の一つ ◆ものの真(ま)ん中、真ん中(中心)にあるもの、ものの重要な部分、ものの本,N1,on,on+on,,一:◆最初、最初の数、最も小さい数、同「壹」 ◆(幾つかあるものの内の、全体の中の)一つ、一つの、一つに、それだけ、ひたすら、同「壹」◆同じ、等しい、「同じ一つのも; 心:◆血液を循環させる働きをする臓器で五臓(心シン・肝カン・脾ヒ・肺ハイ・腎ジン)の一つ ◆ものの真(ま)ん中、真ん中(中心)にあるもの、ものの重要な部分、ものの本
kk_一息_ひといき,一息,ひといき,一:◆最初、最初の数、最も小さい数、同「壹」 ◆(幾つかあるものの内の、全体の中の)一つ、一つの、一つに、それだけ、ひたすら、同「壹」◆同じ、等しい、「同じ一つのも; 息:◆いき、口や鼻で吐いたり吸ったりする空気◆呼吸する、一度吐いて吸うことを「一息」という◆生きている◆止(や)む、鎮(しず)まる、落ち着く、同「熄」◆休む、休憩す,N1,kun,kun+kun~,,一:◆最初、最初の数、最も小さい数、同「壹」 ◆(幾つかあるものの内の、全体の中の)一つ、一つの、一つに、それだけ、ひたすら、同「壹」◆同じ、等しい、「同じ一つのも; 息:◆いき、口や鼻で吐いたり吸ったりする空気◆呼吸する、一度吐いて吸うことを「一息」という◆生きている◆止(や)む、鎮(しず)まる、落ち着く、同「熄」◆休む、休憩す
kk_一抹_いちまつ,一抹,いちまつ,一:◆最初、最初の数、最も小さい数、同「壹」 ◆(幾つかあるものの内の、全体の中の)一つ、一つの、一つに、それだけ、ひたすら、同「壹」◆同じ、等しい、「同じ一つのも; 抹:◆手で擦(こす)るように拭(ふ)く、拭(ぬぐ)う◆刷毛(はけ)で掃(は)くように塗(ぬ)る、全体が見えなくなるように塗る◆「抹摋、抹殺(マッサツ)」◇塗って見え,N1,on,on+on,B_verb_rad_手(kun 80%),一:◆最初、最初の数、最も小さい数、同「壹」 ◆(幾つかあるものの内の、全体の中の)一つ、一つの、一つに、それだけ、ひたすら、同「壹」◆同じ、等しい、「同じ一つのも; 抹:◆手で擦(こす)るように拭(ふ)く、拭(ぬぐ)う◆刷毛(はけ)で掃(は)くように塗(ぬ)る、全体が見えなくなるように塗る◆「抹摋、抹殺(マッサツ)」◇塗って見え
kk_一括_いっかつ,一括,いっかつ,一:◆最初、最初の数、最も小さい数、同「壹」 ◆(幾つかあるものの内の、全体の中の)一つ、一つの、一つに、それだけ、ひたすら、同「壹」◆同じ、等しい、「同じ一つのも; 括:◆袋などの口を解(ほど)けないように縛(しば)る、また縛って閉じる◆幾つかのものを一つに纏(まと)める、纏めて束ねる◆矢を弦(つる)に番(つが)える部分、矢筈(,N1,on,on+on,B_verb_rad_手(kun 80%),一:◆最初、最初の数、最も小さい数、同「壹」 ◆(幾つかあるものの内の、全体の中の)一つ、一つの、一つに、それだけ、ひたすら、同「壹」◆同じ、等しい、「同じ一つのも; 括:◆袋などの口を解(ほど)けないように縛(しば)る、また縛って閉じる◆幾つかのものを一つに纏(まと)める、纏めて束ねる◆矢を弦(つる)に番(つが)える部分、矢筈(
kk_一括り_ひとくくり,一括り,ひとくくり,一:◆最初、最初の数、最も小さい数、同「壹」 ◆(幾つかあるものの内の、全体の中の)一つ、一つの、一つに、それだけ、ひたすら、同「壹」◆同じ、等しい、「同じ一つのも; 括:◆袋などの口を解(ほど)けないように縛(しば)る、また縛って閉じる◆幾つかのものを一つに纏(まと)める、纏めて束ねる◆矢を弦(つる)に番(つが)える部分、矢筈(,N1,kun,kun+kun,IL1_okurigana(kun 96%) | A1_compound_oku(kun 90%) | A1_on_kun_mix(on+kun 65%),一:◆最初、最初の数、最も小さい数、同「壹」 ◆(幾つかあるものの内の、全体の中の)一つ、一つの、一つに、それだけ、ひたすら、同「壹」◆同じ、等しい、「同じ一つのも; 括:◆袋などの口を解(ほど)けないように縛(しば)る、また縛って閉じる◆幾つかのものを一つに纏(まと)める、纏めて束ねる◆矢を弦(つる)に番(つが)える部分、矢筈(
kk_一挙に_いっきょに,一挙に,いっきょに,一:◆最初、最初の数、最も小さい数、同「壹」 ◆(幾つかあるものの内の、全体の中の)一つ、一つの、一つに、それだけ、ひたすら、同「壹」◆同じ、等しい、「同じ一つのも; 挙:◆(ものを手で頭よりも上に)持ち上げる、手を高く上げる、「挙手(キョシュ)」◆(問題点などを)取り上げる◆(人などを)取り立てる、「推挙(スイキョ)」◆事を起こ,N1,on,on+on~,IL1_okurigana(kun 96%) | A1_compound_oku(kun 90%) | A1_on_kun_mix(on+kun 65%),一:◆最初、最初の数、最も小さい数、同「壹」 ◆(幾つかあるものの内の、全体の中の)一つ、一つの、一つに、それだけ、ひたすら、同「壹」◆同じ、等しい、「同じ一つのも; 挙:◆(ものを手で頭よりも上に)持ち上げる、手を高く上げる、「挙手(キョシュ)」◆(問題点などを)取り上げる◆(人などを)取り立てる、「推挙(スイキョ)」◆事を起こ
kk_一掃_いっそう,一掃,いっそう,一:◆最初、最初の数、最も小さい数、同「壹」 ◆(幾つかあるものの内の、全体の中の)一つ、一つの、一つに、それだけ、ひたすら、同「壹」◆同じ、等しい、「同じ一つのも; 掃:◆箒(ほうき)などで埃(ほこり)や塵(ちり)などを払(はら)う、また払ってきれいにする、同「埽」◆払い除(の)ける,N1,on,on+on,B_verb_rad_手(kun 80%),一:◆最初、最初の数、最も小さい数、同「壹」 ◆(幾つかあるものの内の、全体の中の)一つ、一つの、一つに、それだけ、ひたすら、同「壹」◆同じ、等しい、「同じ一つのも; 掃:◆箒(ほうき)などで埃(ほこり)や塵(ちり)などを払(はら)う、また払ってきれいにする、同「埽」◆払い除(の)ける
kk_一概に_いちがいに,一概に,いちがいに,一:◆最初、最初の数、最も小さい数、同「壹」 ◆(幾つかあるものの内の、全体の中の)一つ、一つの、一つに、それだけ、ひたすら、同「壹」◆同じ、等しい、「同じ一つのも; 概:◆斗掻(とかき)、枡掻(ますかき、升掻)、穀物を入れた枡(ます)から盛り上がった部分を削(けず)り落して平らにする(枡の高さと同じにする)棒、同「𣏙」◆おおむ・,N1,on,on+on~,IL1_okurigana(kun 96%) | A1_compound_oku(kun 90%) | A1_on_kun_mix(on+kun 65%),一:◆最初、最初の数、最も小さい数、同「壹」 ◆(幾つかあるものの内の、全体の中の)一つ、一つの、一つに、それだけ、ひたすら、同「壹」◆同じ、等しい、「同じ一つのも; 概:◆斗掻(とかき)、枡掻(ますかき、升掻)、穀物を入れた枡(ます)から盛り上がった部分を削(けず)り落して平らにする(枡の高さと同じにする)棒、同「𣏙」◆おおむ・
kk_一様_いちよう,一様,いちよう,一:◆最初、最初の数、最も小さい数、同「壹」 ◆(幾つかあるものの内の、全体の中の)一つ、一つの、一つに、それだけ、ひたすら、同「壹」◆同じ、等しい、「同じ一つのも; 様:◆物事の性格や状態、また姿や形、あり方また見掛け◆形や姿、状態やあり方、方法や方式、同「𢳌」◆形や姿・状態やあり方・方法や方式などの種類を数える語◆クヌギ(櫟、,N1,on,on+on,B_noun_rad_木(kun 93%),一:◆最初、最初の数、最も小さい数、同「壹」 ◆(幾つかあるものの内の、全体の中の)一つ、一つの、一つに、それだけ、ひたすら、同「壹」◆同じ、等しい、「同じ一つのも; 様:◆物事の性格や状態、また姿や形、あり方また見掛け◆形や姿、状態やあり方、方法や方式、同「𢳌」◆形や姿・状態やあり方・方法や方式などの種類を数える語◆クヌギ(櫟、
