guid,Word,Reading,Meaning,Level,ReadingType,Pattern,Rules,KanjiDetail
kk_お代わり_おかわり,お代わり,おかわり,代:◆替(か)える、それまでのもの(今あるもの)を別のものに替える、入れ替える、また入れ替わる◆同じ家主や国主がその地位にある期間、同じ種(シュ、起源を同じにするも,N3,kun,kun,IL1_okurigana(kun 96%) | IL2_single_okuri(kun 96%),代:◆替(か)える、それまでのもの(今あるもの)を別のものに替える、入れ替える、また入れ替わる◆同じ家主や国主がその地位にある期間、同じ種(シュ、起源を同じにするも
kk_お住まい_おすまい,お住まい,おすまい,住:◆同じ場所に長期間に亘(わた)って留(とど)まる◆場所を定めて生活する、またその居所(きょしょ、いどころ)◆動詞の後に置いて「同じ場所や状態に留(とど)まる、同,N3,kun,kun,IL1_okurigana(kun 96%) | IL2_single_okuri(kun 96%),住:◆同じ場所に長期間に亘(わた)って留(とど)まる◆場所を定めて生活する、またその居所(きょしょ、いどころ)◆動詞の後に置いて「同じ場所や状態に留(とど)まる、同
kk_お年玉_おとしだま,お年玉,おとしだま,年:◆穀物が稔(みの)る、同「秊」◆農作物を収穫してから次の収穫期までの期間、四季(二十四節気)を一巡する期間、year◆誕生してから生きてその誕生日を通り過ぎた回; 玉:◆ぎょく、光沢と透明感があり堅く色や彩(あや、いろどり)が美しく音が涼やかな最も高貴とされた宝石、特定の鉱石を指すものではなく、「硬玉(コウギョク、ジェィダイト,N3,other,mixed+mixed~,IL1_okurigana(kun 96%) | A1_compound_oku(kun 90%) | A1_on_kun_mix(on+kun 65%),年:◆穀物が稔(みの)る、同「秊」◆農作物を収穫してから次の収穫期までの期間、四季(二十四節気)を一巡する期間、year◆誕生してから生きてその誕生日を通り過ぎた回; 玉:◆ぎょく、光沢と透明感があり堅く色や彩(あや、いろどり)が美しく音が涼やかな最も高貴とされた宝石、特定の鉱石を指すものではなく、「硬玉(コウギョク、ジェィダイト
kk_お昼_おひる,お昼,おひる,昼:◆日の出から日の入りまで間、日中(ニッチュウ)、日の入りから日の出までの間を「夜」◆正午(ショウゴ),N3,kun,kun,IL1_okurigana(kun 96%) | IL2_single_okuri(kun 96%),昼:◆日の出から日の入りまで間、日中(ニッチュウ)、日の入りから日の出までの間を「夜」◆正午(ショウゴ)
kk_お札_おさつ,お札,おさつ,札:◆薄く小さい木片、文字を書くための薄く細長い木片、同「扎」「劄」◆信書、手紙、文書、公文書◆[日]紙幣◆[日]薄く小さい板状のもの,N3,other,unknown,IL1_okurigana(kun 96%) | IL2_single_okuri(kun 96%) | B_noun_rad_木(kun 93%),札:◆薄く小さい木片、文字を書くための薄く細長い木片、同「扎」「劄」◆信書、手紙、文書、公文書◆[日]紙幣◆[日]薄く小さい板状のもの
kk_お盆_おぼん,お盆,おぼん,盆:◆口が開き底が平らな容器、水を入れる鉢(はち)やボウルbowlの類、形や用途はさまざま、「水盆(スイボン、手洗いなどに用いる器）」「臉盆(レンボン、洗面用の器),N3,on,on~,IL1_okurigana(kun 96%) | IL2_single_okuri(kun 96%),盆:◆口が開き底が平らな容器、水を入れる鉢(はち)やボウルbowlの類、形や用途はさまざま、「水盆(スイボン、手洗いなどに用いる器）」「臉盆(レンボン、洗面用の器)
kk_お絞り_おしぼり,お絞り,おしぼり,絞:◆紐(ひも)などを交差させてその両端を引く、堅(かた)く縛(しば)る、強く締め付ける◆周りから強く押え付ける,N3,kun,kun,IL1_okurigana(kun 96%) | IL2_single_okuri(kun 96%),絞:◆紐(ひも)などを交差させてその両端を引く、堅(かた)く縛(しば)る、強く締め付ける◆周りから強く押え付ける
kk_お詫び_おわび,お詫び,おわび,詫:◆誇(ほこ)る、誇張する、中身のないものを大きく見せる、また話す、同「誇」「侘」◆誑(たぶら)かす、惑わし誤らせる、巧みな言葉で騙(だま)す、同「誑」◆「詫異(,N3,kun,kun,IL1_okurigana(kun 96%) | IL2_single_okuri(kun 96%) | B_verb_rad_言(kun 80%),詫:◆誇(ほこ)る、誇張する、中身のないものを大きく見せる、また話す、同「誇」「侘」◆誑(たぶら)かす、惑わし誤らせる、巧みな言葉で騙(だま)す、同「誑」◆「詫異(
kk_お辞儀_おじぎ,お辞儀,おじぎ,辞:◆説(と)く、分かるように順序立てて話す、説明する、「【說文解字注:辛部:辭】說也(…說者釋也)𤔬辛猶理辜也」◆丁寧に分かり易く述べる、また説明する、またその言; 儀:◆規準、規準となるもの、規準とすべきもの、「兩儀(リョウギ、宇宙の起源の二つの要素、陰・陽)」「三儀(サンギ、宇宙を構成する三つの要素、天・地・人)」「五儀(ゴ,N3,on,on+on,IL1_okurigana(kun 96%) | A1_compound_oku(kun 90%) | A1_on_kun_mix(on+kun 65%),辞:◆説(と)く、分かるように順序立てて話す、説明する、「【說文解字注:辛部:辭】說也(…說者釋也)𤔬辛猶理辜也」◆丁寧に分かり易く述べる、また説明する、またその言; 儀:◆規準、規準となるもの、規準とすべきもの、「兩儀(リョウギ、宇宙の起源の二つの要素、陰・陽)」「三儀(サンギ、宇宙を構成する三つの要素、天・地・人)」「五儀(ゴ
kk_かっこ悪い_かっこわるい,かっこ悪い,かっこわるい,悪:◆良くない、劣る、好ましくない◆憎む、好ましくない(良くない)感情を抱く◆不快な、不吉な◆忌(いま)まわしい、醜(みにく)い、またそのように行い◆道を誤る、道義,N3,kun,kun,IL1_okurigana(kun 96%) | IL2_single_okuri(kun 96%),悪:◆良くない、劣る、好ましくない◆憎む、好ましくない(良くない)感情を抱く◆不快な、不吉な◆忌(いま)まわしい、醜(みにく)い、またそのように行い◆道を誤る、道義
kk_こう言う_こういう,こう言う,こういう,言:◆相手に伝えたいことを声に出してはっきりと述べる、またその内容、またそのための語(ゴ、互いに意思の疎通を図るための言葉)◆字(ジ)、文字◆我(われ)、自分を指す,N3,kun,kun,IL1_okurigana(kun 96%) | IL2_single_okuri(kun 96%) | B_verb_rad_言(kun 80%),言:◆相手に伝えたいことを声に出してはっきりと述べる、またその内容、またそのための語(ゴ、互いに意思の疎通を図るための言葉)◆字(ジ)、文字◆我(われ)、自分を指す
kk_その代わり_そのかわり,その代わり,そのかわり,代:◆替(か)える、それまでのもの(今あるもの)を別のものに替える、入れ替える、また入れ替わる◆同じ家主や国主がその地位にある期間、同じ種(シュ、起源を同じにするも,N3,kun,kun,IL1_okurigana(kun 96%) | IL2_single_okuri(kun 96%),代:◆替(か)える、それまでのもの(今あるもの)を別のものに替える、入れ替える、また入れ替わる◆同じ家主や国主がその地位にある期間、同じ種(シュ、起源を同じにするも
kk_とめる/留める/泊める_とめる,とめる/留める/泊める,とめる,留:◆動きを止(と)める、動きを止めて同じ場所や状態に止(とど)まる◆同じ状態が残る、同じ状態で残す; 泊:◆舟を岸に寄せて停まる、「停泊(テイハク)」◆宿などで休む、留(とど)まる◆湖(みずうみ)、水が打ち寄せる湖などの辺(ほとり)◆水が浅いさま、水の浅いところ、浅,N3,mixed,on+kun~,IL1_okurigana(kun 96%) | A1_compound_oku(kun 90%) | A1_on_kun_mix(on+kun 65%),留:◆動きを止(と)める、動きを止めて同じ場所や状態に止(とど)まる◆同じ状態が残る、同じ状態で残す; 泊:◆舟を岸に寄せて停まる、「停泊(テイハク)」◆宿などで休む、留(とど)まる◆湖(みずうみ)、水が打ち寄せる湖などの辺(ほとり)◆水が浅いさま、水の浅いところ、浅
kk_どれ程_どれほど,どれ程,どれほど,程:◆ものの大小・長短・軽重・強弱・優劣などをはかる(測る・量る・計る)際の基準・規格◆一定の決まり・手順・方法◆定まっている基準・規格・決まり・区切り・手順・方法,N3,kun,kun,IL1_okurigana(kun 96%) | IL2_single_okuri(kun 96%),程:◆ものの大小・長短・軽重・強弱・優劣などをはかる(測る・量る・計る)際の基準・規格◆一定の決まり・手順・方法◆定まっている基準・規格・決まり・区切り・手順・方法
kk_バス停_バスてい,バス停,バスてい,停:◆連続・継続する動きや流れ(道程・工程・時間・年月など)の途中で一旦(イッタン、少しの間、一時的に)同じ場所や状態に留(とど)まる、同「亭」◆止(とど)まる、止,N3,other,unknown,IL2_single_default(kun 84%),停:◆連続・継続する動きや流れ(道程・工程・時間・年月など)の途中で一旦(イッタン、少しの間、一時的に)同じ場所や状態に留(とど)まる、同「亭」◆止(とど)まる、止
kk_一々_いちいち,一々,いちいち,一:◆最初、最初の数、最も小さい数、同「壹」 ◆(幾つかあるものの内の、全体の中の)一つ、一つの、一つに、それだけ、ひたすら、同「壹」◆同じ、等しい、「同じ一つのも,N3,on,on,IL2_single_default(kun 84%),一:◆最初、最初の数、最も小さい数、同「壹」 ◆(幾つかあるものの内の、全体の中の)一つ、一つの、一つに、それだけ、ひたすら、同「壹」◆同じ、等しい、「同じ一つのも
kk_一人一人_ひとりひとり,一人一人,ひとりひとり,一:◆最初、最初の数、最も小さい数、同「壹」 ◆(幾つかあるものの内の、全体の中の)一つ、一つの、一つに、それだけ、ひたすら、同「壹」◆同じ、等しい、「同じ一つのも; 人:◆霊長目ヒト科ヒト属の生物、ホモ・サピエンスHomo sapiens(「知恵の人」の意)、同「儿」◆自分以外の者、「人我(ジンガ、他人と自分)」◆人の数(かず); 一:◆最初、最初の数、最も小さい数、同「壹」 ◆(幾つかあるものの内の、全体の中の)一つ、一つの、一つに、それだけ、ひたすら、同「壹」◆同じ、等しい、「同じ一つのも,N3,kun,kun+kun+kun+kun~,A4_multi_on(on+on+on+on 65%),一:◆最初、最初の数、最も小さい数、同「壹」 ◆(幾つかあるものの内の、全体の中の)一つ、一つの、一つに、それだけ、ひたすら、同「壹」◆同じ、等しい、「同じ一つのも; 人:◆霊長目ヒト科ヒト属の生物、ホモ・サピエンスHomo sapiens(「知恵の人」の意)、同「儿」◆自分以外の者、「人我(ジンガ、他人と自分)」◆人の数(かず); 一:◆最初、最初の数、最も小さい数、同「壹」 ◆(幾つかあるものの内の、全体の中の)一つ、一つの、一つに、それだけ、ひたすら、同「壹」◆同じ、等しい、「同じ一つのも
kk_一休み_ひとやすみ,一休み,ひとやすみ,一:◆最初、最初の数、最も小さい数、同「壹」 ◆(幾つかあるものの内の、全体の中の)一つ、一つの、一つに、それだけ、ひたすら、同「壹」◆同じ、等しい、「同じ一つのも; 休:◆連続した動きや働きの途中で一旦その動きや働きを止(や)める、再開するために息を整えたり力を蓄(たくわ)えることをいう◆止める、止む、終わる、「【歸去來辭】羨萬,N3,kun,kun+kun,IL1_okurigana(kun 96%) | A1_compound_oku(kun 90%) | A1_on_kun_mix(on+kun 65%),一:◆最初、最初の数、最も小さい数、同「壹」 ◆(幾つかあるものの内の、全体の中の)一つ、一つの、一つに、それだけ、ひたすら、同「壹」◆同じ、等しい、「同じ一つのも; 休:◆連続した動きや働きの途中で一旦その動きや働きを止(や)める、再開するために息を整えたり力を蓄(たくわ)えることをいう◆止める、止む、終わる、「【歸去來辭】羨萬
kk_一体_いったい,一体,いったい,一:◆最初、最初の数、最も小さい数、同「壹」 ◆(幾つかあるものの内の、全体の中の)一つ、一つの、一つに、それだけ、ひたすら、同「壹」◆同じ、等しい、「同じ一つのも; 体:◆頭から足の先までの全身、ものの全部、ものの主要な部分、またその姿形や様子、「身体(シンタイ、体、肉体)」「本体(ホンタイ、ものの本当の姿、ものの中心的部分)」,N3,on,on+on,,一:◆最初、最初の数、最も小さい数、同「壹」 ◆(幾つかあるものの内の、全体の中の)一つ、一つの、一つに、それだけ、ひたすら、同「壹」◆同じ、等しい、「同じ一つのも; 体:◆頭から足の先までの全身、ものの全部、ものの主要な部分、またその姿形や様子、「身体(シンタイ、体、肉体)」「本体(ホンタイ、ものの本当の姿、ものの中心的部分)」
kk_一周_いっしゅう,一周,いっしゅう,一:◆最初、最初の数、最も小さい数、同「壹」 ◆(幾つかあるものの内の、全体の中の)一つ、一つの、一つに、それだけ、ひたすら、同「壹」◆同じ、等しい、「同じ一つのも; 周:◆囲いの境目、一回り、一回りする、一巡する◆隅々まで漏れなく行き渡る◆漏れがないさま、緻密な◆前11世紀頃から八百年以上続いた王朝、別名「西周」 ◆南北朝時代の,N3,on,on+on,,一:◆最初、最初の数、最も小さい数、同「壹」 ◆(幾つかあるものの内の、全体の中の)一つ、一つの、一つに、それだけ、ひたすら、同「壹」◆同じ、等しい、「同じ一つのも; 周:◆囲いの境目、一回り、一回りする、一巡する◆隅々まで漏れなく行き渡る◆漏れがないさま、緻密な◆前11世紀頃から八百年以上続いた王朝、別名「西周」 ◆南北朝時代の
kk_一応_いちおう,一応,いちおう,一:◆最初、最初の数、最も小さい数、同「壹」 ◆(幾つかあるものの内の、全体の中の)一つ、一つの、一つに、それだけ、ひたすら、同「壹」◆同じ、等しい、「同じ一つのも; 応:◆相手からの問い掛けや働き掛けに対して自分の意思を態度で示す、言葉で返すのは「答」◆相手の求めを受け入れる◆当然～すべき、当然～であろう,N3,on,on+on,,一:◆最初、最初の数、最も小さい数、同「壹」 ◆(幾つかあるものの内の、全体の中の)一つ、一つの、一つに、それだけ、ひたすら、同「壹」◆同じ、等しい、「同じ一つのも; 応:◆相手からの問い掛けや働き掛けに対して自分の意思を態度で示す、言葉で返すのは「答」◆相手の求めを受け入れる◆当然～すべき、当然～であろう
kk_一方_いっぽう,一方,いっぽう,一:◆最初、最初の数、最も小さい数、同「壹」 ◆(幾つかあるものの内の、全体の中の)一つ、一つの、一つに、それだけ、ひたすら、同「壹」◆同じ、等しい、「同じ一つのも; 方:◆四角、四角いさま、角(かど)が直角になっているさま、「方形(ホウケイ)」◆数学で二つの数を掛け合わせた数(正方形・長方形の一つの角を成す二辺を掛け合わせた数),N3,other,mixed+mixed~,,一:◆最初、最初の数、最も小さい数、同「壹」 ◆(幾つかあるものの内の、全体の中の)一つ、一つの、一つに、それだけ、ひたすら、同「壹」◆同じ、等しい、「同じ一つのも; 方:◆四角、四角いさま、角(かど)が直角になっているさま、「方形(ホウケイ)」◆数学で二つの数を掛け合わせた数(正方形・長方形の一つの角を成す二辺を掛け合わせた数)
kk_一方通行_いっぽうつうこう,一方通行,いっぽうつうこう,一:◆最初、最初の数、最も小さい数、同「壹」 ◆(幾つかあるものの内の、全体の中の)一つ、一つの、一つに、それだけ、ひたすら、同「壹」◆同じ、等しい、「同じ一つのも; 方:◆四角、四角いさま、角(かど)が直角になっているさま、「方形(ホウケイ)」◆数学で二つの数を掛け合わせた数(正方形・長方形の一つの角を成す二辺を掛け合わせた数); 通:◆途中に障害となるようなものがなく反対側・向こう側・相手方・目的地まで達する、また達している◆支障なく行き来ができる、また行き来する、また行き来ができるようにす,N3,other,mixed+mixed+mixed+mixed~,A4_multi_on(on+on+on+on 65%),一:◆最初、最初の数、最も小さい数、同「壹」 ◆(幾つかあるものの内の、全体の中の)一つ、一つの、一つに、それだけ、ひたすら、同「壹」◆同じ、等しい、「同じ一つのも; 方:◆四角、四角いさま、角(かど)が直角になっているさま、「方形(ホウケイ)」◆数学で二つの数を掛け合わせた数(正方形・長方形の一つの角を成す二辺を掛け合わせた数); 通:◆途中に障害となるようなものがなく反対側・向こう側・相手方・目的地まで達する、また達している◆支障なく行き来ができる、また行き来する、また行き来ができるようにす
kk_一時_いちじ,一時,いちじ,一:◆最初、最初の数、最も小さい数、同「壹」 ◆(幾つかあるものの内の、全体の中の)一つ、一つの、一つに、それだけ、ひたすら、同「壹」◆同じ、等しい、「同じ一つのも; 時:◆一年の四分の一、季節、「一時(イチジ、三カ月、一季節)」「四時(シジ、四つの季節、四季)」◆一日の十二分の一、現在は二十四分の一、「時刻(ジコク)」◆年代、期,N3,on,on+on,A3_short_compound(on+on 71%),一:◆最初、最初の数、最も小さい数、同「壹」 ◆(幾つかあるものの内の、全体の中の)一つ、一つの、一つに、それだけ、ひたすら、同「壹」◆同じ、等しい、「同じ一つのも; 時:◆一年の四分の一、季節、「一時(イチジ、三カ月、一季節)」「四時(シジ、四つの季節、四季)」◆一日の十二分の一、現在は二十四分の一、「時刻(ジコク)」◆年代、期
kk_一晩_ひとばん,一晩,ひとばん,一:◆最初、最初の数、最も小さい数、同「壹」 ◆(幾つかあるものの内の、全体の中の)一つ、一つの、一つに、それだけ、ひたすら、同「壹」◆同じ、等しい、「同じ一つのも; 晩:◆陽が沈み切って暗くなる、日がすっかりと暮れる、またその時刻、陽が沈み始める頃を「夕」、「傍晚(ボウバン、晚が間近の頃)」「夜晚(ヤバン、夜、すっかり暗くなった,N3,mixed,kun+on~,,一:◆最初、最初の数、最も小さい数、同「壹」 ◆(幾つかあるものの内の、全体の中の)一つ、一つの、一つに、それだけ、ひたすら、同「壹」◆同じ、等しい、「同じ一つのも; 晩:◆陽が沈み切って暗くなる、日がすっかりと暮れる、またその時刻、陽が沈み始める頃を「夕」、「傍晚(ボウバン、晚が間近の頃)」「夜晚(ヤバン、夜、すっかり暗くなった
kk_一瞬_いっしゅん,一瞬,いっしゅん,一:◆最初、最初の数、最も小さい数、同「壹」 ◆(幾つかあるものの内の、全体の中の)一つ、一つの、一つに、それだけ、ひたすら、同「壹」◆同じ、等しい、「同じ一つのも; 瞬:◆瞼(まぶた)を開閉する◆(まばたきすることで)意図や意思を伝える◆(まばたきのように)明かりが明滅する◆「一瞬(イッシュン)」、(まばたき一回程の)ほんの僅(,N3,on,on+on,,一:◆最初、最初の数、最も小さい数、同「壹」 ◆(幾つかあるものの内の、全体の中の)一つ、一つの、一つに、それだけ、ひたすら、同「壹」◆同じ、等しい、「同じ一つのも; 瞬:◆瞼(まぶた)を開閉する◆(まばたきすることで)意図や意思を伝える◆(まばたきのように)明かりが明滅する◆「一瞬(イッシュン)」、(まばたき一回程の)ほんの僅(
kk_一般_いっぱん,一般,いっぱん,一:◆最初、最初の数、最も小さい数、同「壹」 ◆(幾つかあるものの内の、全体の中の)一つ、一つの、一つに、それだけ、ひたすら、同「壹」◆同じ、等しい、「同じ一つのも; 般:◆巡(めぐ)る、一巡りする、一巡りして戻って来る、元に戻る◆(一巡り見渡した)辺りの様子◆～のようである、～と同様である◆運搬(ウンパン)する、物を別の場所へ運,N3,on,mixed+on~,,一:◆最初、最初の数、最も小さい数、同「壹」 ◆(幾つかあるものの内の、全体の中の)一つ、一つの、一つに、それだけ、ひたすら、同「壹」◆同じ、等しい、「同じ一つのも; 般:◆巡(めぐ)る、一巡りする、一巡りして戻って来る、元に戻る◆(一巡り見渡した)辺りの様子◆～のようである、～と同様である◆運搬(ウンパン)する、物を別の場所へ運
kk_一般的_いっぱんてき,一般的,いっぱんてき,一:◆最初、最初の数、最も小さい数、同「壹」 ◆(幾つかあるものの内の、全体の中の)一つ、一つの、一つに、それだけ、ひたすら、同「壹」◆同じ、等しい、「同じ一つのも; 般:◆巡(めぐ)る、一巡りする、一巡りして戻って来る、元に戻る◆(一巡り見渡した)辺りの様子◆～のようである、～と同様である◆運搬(ウンパン)する、物を別の場所へ運; 的:◆弓で矢を射(い)る時の目標とするもの、同「㢩」「墑」◆額(ひたい)の部分だけが白い馬、またその額の白い部分、女性が額に施(ほどこ)す(赤い点状の)装飾◆(弓の,N3,on,mixed+on+mixed~,A4_multi_on(on+on+on 65%),一:◆最初、最初の数、最も小さい数、同「壹」 ◆(幾つかあるものの内の、全体の中の)一つ、一つの、一つに、それだけ、ひたすら、同「壹」◆同じ、等しい、「同じ一つのも; 般:◆巡(めぐ)る、一巡りする、一巡りして戻って来る、元に戻る◆(一巡り見渡した)辺りの様子◆～のようである、～と同様である◆運搬(ウンパン)する、物を別の場所へ運; 的:◆弓で矢を射(い)る時の目標とするもの、同「㢩」「墑」◆額(ひたい)の部分だけが白い馬、またその額の白い部分、女性が額に施(ほどこ)す(赤い点状の)装飾◆(弓の
kk_一言_ひとこと,一言,ひとこと,一:◆最初、最初の数、最も小さい数、同「壹」 ◆(幾つかあるものの内の、全体の中の)一つ、一つの、一つに、それだけ、ひたすら、同「壹」◆同じ、等しい、「同じ一つのも; 言:◆相手に伝えたいことを声に出してはっきりと述べる、またその内容、またそのための語(ゴ、互いに意思の疎通を図るための言葉)◆字(ジ)、文字◆我(われ)、自分を指す,N3,kun,kun+kun~,B_verb_rad_言(kun 80%),一:◆最初、最初の数、最も小さい数、同「壹」 ◆(幾つかあるものの内の、全体の中の)一つ、一つの、一つに、それだけ、ひたすら、同「壹」◆同じ、等しい、「同じ一つのも; 言:◆相手に伝えたいことを声に出してはっきりと述べる、またその内容、またそのための語(ゴ、互いに意思の疎通を図るための言葉)◆字(ジ)、文字◆我(われ)、自分を指す
kk_一遍_いっぺん,一遍,いっぺん,一:◆最初、最初の数、最も小さい数、同「壹」 ◆(幾つかあるものの内の、全体の中の)一つ、一つの、一つに、それだけ、ひたすら、同「壹」◆同じ、等しい、「同じ一つのも; 遍:◆広く隅々まで行き渡る、同「𨖠」「徧」◆あまね・く、広く漏れなく、隅々まで、同「徧」◆回数を数える語、同「徧」,N3,other,mixed+mixed~,,一:◆最初、最初の数、最も小さい数、同「壹」 ◆(幾つかあるものの内の、全体の中の)一つ、一つの、一つに、それだけ、ひたすら、同「壹」◆同じ、等しい、「同じ一つのも; 遍:◆広く隅々まで行き渡る、同「𨖠」「徧」◆あまね・く、広く漏れなく、隅々まで、同「徧」◆回数を数える語、同「徧」
kk_一部_いちぶ,一部,いちぶ,一:◆最初、最初の数、最も小さい数、同「壹」 ◆(幾つかあるものの内の、全体の中の)一つ、一つの、一つに、それだけ、ひたすら、同「壹」◆同じ、等しい、「同じ一つのも; 部:◆区分けしたものの一つ、「部分」「内部」◆集団を分類し同じものを一纏(ひとまと)めにしたもの、全体を構成する小さな集合体や組織、「部署」「部隊」◆書物を数える単,N3,on,on+on,A3_short_compound(on+on 71%),一:◆最初、最初の数、最も小さい数、同「壹」 ◆(幾つかあるものの内の、全体の中の)一つ、一つの、一つに、それだけ、ひたすら、同「壹」◆同じ、等しい、「同じ一つのも; 部:◆区分けしたものの一つ、「部分」「内部」◆集団を分類し同じものを一纏(ひとまと)めにしたもの、全体を構成する小さな集合体や組織、「部署」「部隊」◆書物を数える単
kk_一部分_いちぶぶん,一部分,いちぶぶん,一:◆最初、最初の数、最も小さい数、同「壹」 ◆(幾つかあるものの内の、全体の中の)一つ、一つの、一つに、それだけ、ひたすら、同「壹」◆同じ、等しい、「同じ一つのも; 部:◆区分けしたものの一つ、「部分」「内部」◆集団を分類し同じものを一纏(ひとまと)めにしたもの、全体を構成する小さな集合体や組織、「部署」「部隊」◆書物を数える単; 分:◆一つに纏(まと)まっているものを幾つかに切り離す、また幾つかに仕切る(区切る)、「分割(ブンカツ)」、切り離したものを仕分けることを「別」◆一つの纏まりから一,N3,on,on+on+on,A4_multi_on(on+on+on 65%) | B_verb_rad_刀(kun 80%),一:◆最初、最初の数、最も小さい数、同「壹」 ◆(幾つかあるものの内の、全体の中の)一つ、一つの、一つに、それだけ、ひたすら、同「壹」◆同じ、等しい、「同じ一つのも; 部:◆区分けしたものの一つ、「部分」「内部」◆集団を分類し同じものを一纏(ひとまと)めにしたもの、全体を構成する小さな集合体や組織、「部署」「部隊」◆書物を数える単; 分:◆一つに纏(まと)まっているものを幾つかに切り離す、また幾つかに仕切る(区切る)、「分割(ブンカツ)」、切り離したものを仕分けることを「別」◆一つの纏まりから一
