guid,Word,Reading,Meaning,Level,ReadingType,Pattern,Rules,KanjiDetail
kk_とは言いつつも_とはいいつつも,とは言いつつも,とはいいつつも,言:◆相手に伝えたいことを声に出してはっきりと述べる、またその内容、またそのための語(ゴ、互いに意思の疎通を図るための言葉)◆字(ジ)、文字◆我(われ)、自分を指す,N2,kun,kun,IL1_okurigana(kun 96%) | IL2_single_okuri(kun 96%) | B_verb_rad_言(kun 80%),言:◆相手に伝えたいことを声に出してはっきりと述べる、またその内容、またそのための語(ゴ、互いに意思の疎通を図るための言葉)◆字(ジ)、文字◆我(われ)、自分を指す
kk_にも拘らず_にもかかわらず,にも拘らず,にもかかわらず,拘:◆「掌(てのひら)の中に入れ指を閉じて握(にぎ)る」「腕を回して抱(かか)える」のように、周りを取り囲んで押さえ自由に動けないようにする、束縛(ソクバク)する、,N2,kun,kun,IL1_okurigana(kun 96%) | IL2_single_okuri(kun 96%) | B_verb_rad_手(kun 80%),拘:◆「掌(てのひら)の中に入れ指を閉じて握(にぎ)る」「腕を回して抱(かか)える」のように、周りを取り囲んで押さえ自由に動けないようにする、束縛(ソクバク)する、
kk_ぶら下がる_ぶらさがる,ぶら下がる,ぶらさがる,下:◆位置・場所・地位などが低い、低い方にある◆低い方に移る、降りる、落ちる◆順序・時間などが後(あと)、後の方にある◆後の方に移る、後(うし)ろの方へ退く◆等級・,N2,kun,kun,IL1_okurigana(kun 96%) | IL2_single_okuri(kun 96%),下:◆位置・場所・地位などが低い、低い方にある◆低い方に移る、降りる、落ちる◆順序・時間などが後(あと)、後の方にある◆後の方に移る、後(うし)ろの方へ退く◆等級・
kk_ぶら下げる_ぶらさげる,ぶら下げる,ぶらさげる,下:◆位置・場所・地位などが低い、低い方にある◆低い方に移る、降りる、落ちる◆順序・時間などが後(あと)、後の方にある◆後の方に移る、後(うし)ろの方へ退く◆等級・,N2,kun,kun,IL1_okurigana(kun 96%) | IL2_single_okuri(kun 96%),下:◆位置・場所・地位などが低い、低い方にある◆低い方に移る、降りる、落ちる◆順序・時間などが後(あと)、後の方にある◆後の方に移る、後(うし)ろの方へ退く◆等級・
kk_一先ず_ひとまず,一先ず,ひとまず,一:◆最初、最初の数、最も小さい数、同「壹」 ◆(幾つかあるものの内の、全体の中の)一つ、一つの、一つに、それだけ、ひたすら、同「壹」◆同じ、等しい、「同じ一つのも; 先:◆基準になる位置や時間よりも前、同「前」、逆は「後」◆前に向かって進む、またその方向、同「前」◆以前、時間的に過去の方向◆ま・ず、最初に、～の前に,N2,kun,kun+kun,IL1_okurigana(kun 96%) | A1_compound_oku(kun 90%) | A1_on_kun_mix(on+kun 65%),一:◆最初、最初の数、最も小さい数、同「壹」 ◆(幾つかあるものの内の、全体の中の)一つ、一つの、一つに、それだけ、ひたすら、同「壹」◆同じ、等しい、「同じ一つのも; 先:◆基準になる位置や時間よりも前、同「前」、逆は「後」◆前に向かって進む、またその方向、同「前」◆以前、時間的に過去の方向◆ま・ず、最初に、～の前に
kk_一向に_いっこうに,一向に,いっこうに,一:◆最初、最初の数、最も小さい数、同「壹」 ◆(幾つかあるものの内の、全体の中の)一つ、一つの、一つに、それだけ、ひたすら、同「壹」◆同じ、等しい、「同じ一つのも; 向:◆窓、北側に面した窓、同「郷」、「丿冂」は「宀」で「屋根のある建物」、「口」は「壁などに空いた窓」の意◆目的とするところを目指して行く、基点となるところから遠ざ,N2,on,on+on~,IL1_okurigana(kun 96%) | A1_compound_oku(kun 90%) | A1_on_kun_mix(on+kun 65%),一:◆最初、最初の数、最も小さい数、同「壹」 ◆(幾つかあるものの内の、全体の中の)一つ、一つの、一つに、それだけ、ひたすら、同「壹」◆同じ、等しい、「同じ一つのも; 向:◆窓、北側に面した窓、同「郷」、「丿冂」は「宀」で「屋根のある建物」、「口」は「壁などに空いた窓」の意◆目的とするところを目指して行く、基点となるところから遠ざ
kk_一定_いってい,一定,いってい,一:◆最初、最初の数、最も小さい数、同「壹」 ◆(幾つかあるものの内の、全体の中の)一つ、一つの、一つに、それだけ、ひたすら、同「壹」◆同じ、等しい、「同じ一つのも; 定:◆さだ・まる、動きや乱れが鎮(しず)まって変化・変動しない状態になる、平静になる、落ち着く、「鎮定(チンテイ)」◆さだ・める、動いたり揺らいだりしない状態にする,N2,on,on+on,B_noun_rad_宀(kun 93%),一:◆最初、最初の数、最も小さい数、同「壹」 ◆(幾つかあるものの内の、全体の中の)一つ、一つの、一つに、それだけ、ひたすら、同「壹」◆同じ、等しい、「同じ一つのも; 定:◆さだ・まる、動きや乱れが鎮(しず)まって変化・変動しない状態になる、平静になる、落ち着く、「鎮定(チンテイ)」◆さだ・める、動いたり揺らいだりしない状態にする
kk_一層_いっそう,一層,いっそう,一:◆最初、最初の数、最も小さい数、同「壹」 ◆(幾つかあるものの内の、全体の中の)一つ、一つの、一つに、それだけ、ひたすら、同「壹」◆同じ、等しい、「同じ一つのも; 層:◆同質のものが積み重(かさ)なる、また繰り返される、同「曾」◆二階以上の建物、その重なった有様、同「樓」◆階級、等級,N2,on,on+on,,一:◆最初、最初の数、最も小さい数、同「壹」 ◆(幾つかあるものの内の、全体の中の)一つ、一つの、一つに、それだけ、ひたすら、同「壹」◆同じ、等しい、「同じ一つのも; 層:◆同質のものが積み重(かさ)なる、また繰り返される、同「曾」◆二階以上の建物、その重なった有様、同「樓」◆階級、等級
kk_一斉に_いっせいに,一斉に,いっせいに,一:◆最初、最初の数、最も小さい数、同「壹」 ◆(幾つかあるものの内の、全体の中の)一つ、一つの、一つに、それだけ、ひたすら、同「壹」◆同じ、等しい、「同じ一つのも; 斉:◆(穀物の穂が)凸凹(でこぼこ)せずに平らに揃っている◆多くのものが凸凹せずに揃っている、偏(かたよ)らずに整(ととの)っている◆長さや重さなどが揃っている、等,N2,on,on+on~,IL1_okurigana(kun 96%) | A1_compound_oku(kun 90%) | A1_on_kun_mix(on+kun 65%),一:◆最初、最初の数、最も小さい数、同「壹」 ◆(幾つかあるものの内の、全体の中の)一つ、一つの、一つに、それだけ、ひたすら、同「壹」◆同じ、等しい、「同じ一つのも; 斉:◆(穀物の穂が)凸凹(でこぼこ)せずに平らに揃っている◆多くのものが凸凹せずに揃っている、偏(かたよ)らずに整(ととの)っている◆長さや重さなどが揃っている、等
kk_一旦_いったん,一旦,いったん,一:◆最初、最初の数、最も小さい数、同「壹」 ◆(幾つかあるものの内の、全体の中の)一つ、一つの、一つに、それだけ、ひたすら、同「壹」◆同じ、等しい、「同じ一つのも; 旦:◆明け方、太陽が地平より上に出た頃、同「㫜」◆月の最初の日の明け方、月の始まりの日、朔日(ついたち)、「月旦(ゲッタン、各月の最初の日、またその日が始まる頃)」,N2,on,on+on,,一:◆最初、最初の数、最も小さい数、同「壹」 ◆(幾つかあるものの内の、全体の中の)一つ、一つの、一つに、それだけ、ひたすら、同「壹」◆同じ、等しい、「同じ一つのも; 旦:◆明け方、太陽が地平より上に出た頃、同「㫜」◆月の最初の日の明け方、月の始まりの日、朔日(ついたち)、「月旦(ゲッタン、各月の最初の日、またその日が始まる頃)」
kk_一段と_いちだんと,一段と,いちだんと,一:◆最初、最初の数、最も小さい数、同「壹」 ◆(幾つかあるものの内の、全体の中の)一つ、一つの、一つに、それだけ、ひたすら、同「壹」◆同じ、等しい、「同じ一つのも; 段:◆上へ上へと積み重なって層をなしたものの、その一つ一つ◆物事などの区切り、文章などの区切り◆階位、等級,N2,on,on+on~,IL1_okurigana(kun 96%) | A1_compound_oku(kun 90%) | A1_on_kun_mix(on+kun 65%),一:◆最初、最初の数、最も小さい数、同「壹」 ◆(幾つかあるものの内の、全体の中の)一つ、一つの、一つに、それだけ、ひたすら、同「壹」◆同じ、等しい、「同じ一つのも; 段:◆上へ上へと積み重なって層をなしたものの、その一つ一つ◆物事などの区切り、文章などの区切り◆階位、等級
kk_一種_いっしゅ,一種,いっしゅ,一:◆最初、最初の数、最も小さい数、同「壹」 ◆(幾つかあるものの内の、全体の中の)一つ、一つの、一つに、それだけ、ひたすら、同「壹」◆同じ、等しい、「同じ一つのも; 種:◆(植物が)生長し実を結ぶ元になるもの、またそれを植え付ける、またそれを蒔(ま)く◆起源を同じにするもの、共通性のあるもの、またその集まり◆簡「种」,N2,on,on+on,A3_short_compound(on+on 71%),一:◆最初、最初の数、最も小さい数、同「壹」 ◆(幾つかあるものの内の、全体の中の)一つ、一つの、一つに、それだけ、ひたすら、同「壹」◆同じ、等しい、「同じ一つのも; 種:◆(植物が)生長し実を結ぶ元になるもの、またそれを植え付ける、またそれを蒔(ま)く◆起源を同じにするもの、共通性のあるもの、またその集まり◆簡「种」
kk_一致_いっち,一致,いっち,一:◆最初、最初の数、最も小さい数、同「壹」 ◆(幾つかあるものの内の、全体の中の)一つ、一つの、一つに、それだけ、ひたすら、同「壹」◆同じ、等しい、「同じ一つのも; 致:◆相手方まで持って行って届ける、「送致」◆招き寄せる、こちらまで来させる、「招致」◆～に至る、～に至らしめる、「致死」◆～という結果に行く着く、～になる、「一致,N2,on,on+on,A3_short_compound(on+on 71%),一:◆最初、最初の数、最も小さい数、同「壹」 ◆(幾つかあるものの内の、全体の中の)一つ、一つの、一つに、それだけ、ひたすら、同「壹」◆同じ、等しい、「同じ一つのも; 致:◆相手方まで持って行って届ける、「送致」◆招き寄せる、こちらまで来させる、「招致」◆～に至る、～に至らしめる、「致死」◆～という結果に行く着く、～になる、「一致
kk_一色_いっしょく,一色,いっしょく,一:◆最初、最初の数、最も小さい数、同「壹」 ◆(幾つかあるものの内の、全体の中の)一つ、一つの、一つに、それだけ、ひたすら、同「壹」◆同じ、等しい、「同じ一つのも; 色:◆視覚によって認識するものの内、形状以外のもの、(特に顔の)表情、彩(いろどり)り、具合(ぐあい)、様子◆男女間の情欲(ジョウヨク)◆種類、二色=二種類◆いろ、,N2,on,on+on,,一:◆最初、最初の数、最も小さい数、同「壹」 ◆(幾つかあるものの内の、全体の中の)一つ、一つの、一つに、それだけ、ひたすら、同「壹」◆同じ、等しい、「同じ一つのも; 色:◆視覚によって認識するものの内、形状以外のもの、(特に顔の)表情、彩(いろどり)り、具合(ぐあい)、様子◆男女間の情欲(ジョウヨク)◆種類、二色=二種類◆いろ、
kk_一転_いってん,一転,いってん,一:◆最初、最初の数、最も小さい数、同「壹」 ◆(幾つかあるものの内の、全体の中の)一つ、一つの、一つに、それだけ、ひたすら、同「壹」◆同じ、等しい、「同じ一つのも; 転:◆(車輪が回るように)ごろりと回る、ぐるりと回る、「回転(カイテン)」◆(車輪が接地する位置を変えながら転がり進んで行くように次へ次へと)位置や方向を変える、ま,N2,on,on+on,,一:◆最初、最初の数、最も小さい数、同「壹」 ◆(幾つかあるものの内の、全体の中の)一つ、一つの、一つに、それだけ、ひたすら、同「壹」◆同じ、等しい、「同じ一つのも; 転:◆(車輪が回るように)ごろりと回る、ぐるりと回る、「回転(カイテン)」◆(車輪が接地する位置を変えながら転がり進んで行くように次へ次へと)位置や方向を変える、ま
kk_一通り_ひととおり,一通り,ひととおり,一:◆最初、最初の数、最も小さい数、同「壹」 ◆(幾つかあるものの内の、全体の中の)一つ、一つの、一つに、それだけ、ひたすら、同「壹」◆同じ、等しい、「同じ一つのも; 通:◆途中に障害となるようなものがなく反対側・向こう側・相手方・目的地まで達する、また達している◆支障なく行き来ができる、また行き来する、また行き来ができるようにす,N2,kun,kun+kun,IL1_okurigana(kun 96%) | A1_compound_oku(kun 90%) | A1_on_kun_mix(on+kun 65%),一:◆最初、最初の数、最も小さい数、同「壹」 ◆(幾つかあるものの内の、全体の中の)一つ、一つの、一つに、それだけ、ひたすら、同「壹」◆同じ、等しい、「同じ一つのも; 通:◆途中に障害となるようなものがなく反対側・向こう側・相手方・目的地まで達する、また達している◆支障なく行き来ができる、また行き来する、また行き来ができるようにす
kk_万一_まんいち,万一,まんいち,万:◆千の十倍 ◆数え切れないほど多いさま、極めて多いさま◆あらゆる、どんなものも、全て◆決して、絶対に、「萬萬(バンバン)」◆「万俟(ボクキ)」、姓、同「𢄏俟」、; 一:◆最初、最初の数、最も小さい数、同「壹」 ◆(幾つかあるものの内の、全体の中の)一つ、一つの、一つに、それだけ、ひたすら、同「壹」◆同じ、等しい、「同じ一つのも,N2,on,on+on,,万:◆千の十倍 ◆数え切れないほど多いさま、極めて多いさま◆あらゆる、どんなものも、全て◆決して、絶対に、「萬萬(バンバン)」◆「万俟(ボクキ)」、姓、同「𢄏俟」、; 一:◆最初、最初の数、最も小さい数、同「壹」 ◆(幾つかあるものの内の、全体の中の)一つ、一つの、一つに、それだけ、ひたすら、同「壹」◆同じ、等しい、「同じ一つのも
kk_万能_ばんのう,万能,ばんのう,万:◆千の十倍 ◆数え切れないほど多いさま、極めて多いさま◆あらゆる、どんなものも、全て◆決して、絶対に、「萬萬(バンバン)」◆「万俟(ボクキ)」、姓、同「𢄏俟」、; 能:◆ことを成し遂(と)げる技量(ギリョウ)や力量(リキリョウ)、「能力(ノウリョク)」「才能(サイノウ)」◆十分に或いは上手にできる、～をすることができる(技能・,N2,on,on+on,,万:◆千の十倍 ◆数え切れないほど多いさま、極めて多いさま◆あらゆる、どんなものも、全て◆決して、絶対に、「萬萬(バンバン)」◆「万俟(ボクキ)」、姓、同「𢄏俟」、; 能:◆ことを成し遂(と)げる技量(ギリョウ)や力量(リキリョウ)、「能力(ノウリョク)」「才能(サイノウ)」◆十分に或いは上手にできる、～をすることができる(技能・
kk_三日月_みかづき,三日月,みかづき,三:◆数の名、三番目; 日:◆太陽◆太陽が出ている間、昼間、夜明けから日没まで◆一昼夜、朝から次の朝まで、またその繰り返し、またその繰り返しを数える語◆候(コウ)、時節、頃(ケイ、ころ)◆; 月:◆地球の衛星の名、太陰(タイイン)、「日」を「太陽」というのに対して月を「太陰」という◆一年をほぼ十二等分した期間、新月(月が見えなくなる日)から次の新月までの,N2,other,mixed+mixed+mixed~,A4_multi_on(on+on+on 65%),三:◆数の名、三番目; 日:◆太陽◆太陽が出ている間、昼間、夜明けから日没まで◆一昼夜、朝から次の朝まで、またその繰り返し、またその繰り返しを数える語◆候(コウ)、時節、頃(ケイ、ころ)◆; 月:◆地球の衛星の名、太陰(タイイン)、「日」を「太陽」というのに対して月を「太陰」という◆一年をほぼ十二等分した期間、新月(月が見えなくなる日)から次の新月までの
kk_上下_じょうげ,上下,じょうげ,上:◆位置・場所・地位などが高い、高い方にある◆高い方に移る、昇る、登る◆順序・時間などが前、前の方にある◆前の方に移る◆等級・品質などが高い、優れている◆殿様、皇; 下:◆位置・場所・地位などが低い、低い方にある◆低い方に移る、降りる、落ちる◆順序・時間などが後(あと)、後の方にある◆後の方に移る、後(うし)ろの方へ退く◆等級・,N2,on,on+on,A3_short_compound(on+on 71%),上:◆位置・場所・地位などが高い、高い方にある◆高い方に移る、昇る、登る◆順序・時間などが前、前の方にある◆前の方に移る◆等級・品質などが高い、優れている◆殿様、皇; 下:◆位置・場所・地位などが低い、低い方にある◆低い方に移る、降りる、落ちる◆順序・時間などが後(あと)、後の方にある◆後の方に移る、後(うし)ろの方へ退く◆等級・
kk_上京_じょうきょう,上京,じょうきょう,上:◆位置・場所・地位などが高い、高い方にある◆高い方に移る、昇る、登る◆順序・時間などが前、前の方にある◆前の方に移る◆等級・品質などが高い、優れている◆殿様、皇; 京:◆高台(たかだい)、小高い丘◆(多く高台に宮城があったことから)首都、王宮や中央政府の所在地、都(みやこ)、同「亰」◆一兆の一万倍 、古くは千万(一万の千倍で「,N2,on,on+on,,上:◆位置・場所・地位などが高い、高い方にある◆高い方に移る、昇る、登る◆順序・時間などが前、前の方にある◆前の方に移る◆等級・品質などが高い、優れている◆殿様、皇; 京:◆高台(たかだい)、小高い丘◆(多く高台に宮城があったことから)首都、王宮や中央政府の所在地、都(みやこ)、同「亰」◆一兆の一万倍 、古くは千万(一万の千倍で「
kk_上回る_うわまわる,上回る,うわまわる,上:◆位置・場所・地位などが高い、高い方にある◆高い方に移る、昇る、登る◆順序・時間などが前、前の方にある◆前の方に移る◆等級・品質などが高い、優れている◆殿様、皇; 回:◆円を描(えが)くように動く、一周して(一巡して)元に戻る、同「廻」「迴」、「回復(カイフク)」「回帰(カイキ)」◆元に戻す、元に返す、「回答(カイトウ)」◆(,N2,kun,kun+kun,IL1_okurigana(kun 96%) | A1_compound_oku(kun 90%) | A1_on_kun_mix(on+kun 65%),上:◆位置・場所・地位などが高い、高い方にある◆高い方に移る、昇る、登る◆順序・時間などが前、前の方にある◆前の方に移る◆等級・品質などが高い、優れている◆殿様、皇; 回:◆円を描(えが)くように動く、一周して(一巡して)元に戻る、同「廻」「迴」、「回復(カイフク)」「回帰(カイキ)」◆元に戻す、元に返す、「回答(カイトウ)」◆(
kk_上昇_じょうしょう,上昇,じょうしょう,上:◆位置・場所・地位などが高い、高い方にある◆高い方に移る、昇る、登る◆順序・時間などが前、前の方にある◆前の方に移る◆等級・品質などが高い、優れている◆殿様、皇; 昇:◆太陽が上がる◆上の方向に行く、同「升」、一般に浮くようにして上がることを指し、足掛りなどを踏みながら上がるのは「登」¶中国で「昇る」は「升」を用い「昇」は殆ど,N2,on,on+on,,上:◆位置・場所・地位などが高い、高い方にある◆高い方に移る、昇る、登る◆順序・時間などが前、前の方にある◆前の方に移る◆等級・品質などが高い、優れている◆殿様、皇; 昇:◆太陽が上がる◆上の方向に行く、同「升」、一般に浮くようにして上がることを指し、足掛りなどを踏みながら上がるのは「登」¶中国で「昇る」は「升」を用い「昇」は殆ど
kk_上映_じょうえい,上映,じょうえい,上:◆位置・場所・地位などが高い、高い方にある◆高い方に移る、昇る、登る◆順序・時間などが前、前の方にある◆前の方に移る◆等級・品質などが高い、優れている◆殿様、皇; 映:◆光が当たって明るい◆光が当たってくっきりと見える、くっきりと浮かび上がって見える◆くっきりとした陰(かげ)、くっきりとした陰ができる¶「光が当たっているところ,N2,on,on+on,,上:◆位置・場所・地位などが高い、高い方にある◆高い方に移る、昇る、登る◆順序・時間などが前、前の方にある◆前の方に移る◆等級・品質などが高い、優れている◆殿様、皇; 映:◆光が当たって明るい◆光が当たってくっきりと見える、くっきりと浮かび上がって見える◆くっきりとした陰(かげ)、くっきりとした陰ができる¶「光が当たっているところ
kk_上～_かみ～,上～,かみ～,上:◆位置・場所・地位などが高い、高い方にある◆高い方に移る、昇る、登る◆順序・時間などが前、前の方にある◆前の方に移る◆等級・品質などが高い、優れている◆殿様、皇,N2,kun,kun,IL2_single_default(kun 84%),上:◆位置・場所・地位などが高い、高い方にある◆高い方に移る、昇る、登る◆順序・時間などが前、前の方にある◆前の方に移る◆等級・品質などが高い、優れている◆殿様、皇
kk_下_しも,下,しも,下:◆位置・場所・地位などが低い、低い方にある◆低い方に移る、降りる、落ちる◆順序・時間などが後(あと)、後の方にある◆後の方に移る、後(うし)ろの方へ退く◆等級・,N2,kun,kun,IL2_single_default(kun 84%),下:◆位置・場所・地位などが低い、低い方にある◆低い方に移る、降りる、落ちる◆順序・時間などが後(あと)、後の方にある◆後の方に移る、後(うし)ろの方へ退く◆等級・
kk_下り_くだり,下り,くだり,下:◆位置・場所・地位などが低い、低い方にある◆低い方に移る、降りる、落ちる◆順序・時間などが後(あと)、後の方にある◆後の方に移る、後(うし)ろの方へ退く◆等級・,N2,kun,kun,IL1_okurigana(kun 96%) | IL2_single_okuri(kun 96%),下:◆位置・場所・地位などが低い、低い方にある◆低い方に移る、降りる、落ちる◆順序・時間などが後(あと)、後の方にある◆後の方に移る、後(うし)ろの方へ退く◆等級・
kk_下品_げひん,下品,げひん,下:◆位置・場所・地位などが低い、低い方にある◆低い方に移る、降りる、落ちる◆順序・時間などが後(あと)、後の方にある◆後の方に移る、後(うし)ろの方へ退く◆等級・; 品:◆物(もの)、多くの物、様々な物◆もの(人や物)の本質・価値・程度を判断する◆ものの値打ち、また価値、また程度・等級,N2,on,on+on,A3_short_compound(on+on 71%),下:◆位置・場所・地位などが低い、低い方にある◆低い方に移る、降りる、落ちる◆順序・時間などが後(あと)、後の方にある◆後の方に移る、後(うし)ろの方へ退く◆等級・; 品:◆物(もの)、多くの物、様々な物◆もの(人や物)の本質・価値・程度を判断する◆ものの値打ち、また価値、また程度・等級
